,Index,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,name,total_epa,completions per game,attempts per game,passing_yards per game,passing_tds per game,interceptions per game,sacks per game,sack_yards per game,sack_fumbles per game,sack_fumbles_lost per game,passing_air_yards per game,passing_yards_after_catch per game,passing_first_downs per game,passing_epa per game,passing_2pt_conversions per game,pacr per game,dakota per game,carries per game,rushing_yards per game,rushing_tds per game,rushing_fumbles per game,rushing_fumbles_lost per game,rushing_first_downs per game,rushing_epa per game,rushing_2pt_conversions per game,receptions per game,targets per game,receiving_yards per game,receiving_tds per game,receiving_fumbles per game,receiving_fumbles_lost per game,receiving_air_yards per game,receiving_yards_after_catch per game,receiving_first_downs per game,receiving_epa per game,receiving_2pt_conversions per game,racr per game,air_yards_share per game,wopr_x per game,special_teams_tds per game,fantasy_points per game,fantasy_points_ppr per game,tgt_sh per game,wopr_y per game,dom per game,w8dom per game,yptmpa per game,total_epa per game
39,341,2023,REG,197,304,1861.0,10,9.0,16.0,105.0,1,1,2234.0,994.0,87.0,-40.22292531071301,0,9.163621669070587,0.3726088261862442,23,71.0,0,1.0,1.0,9.0,-5.683795590130414,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.54,99.54,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15185354691075517,Mac Jones,-45.906720900843425,21.88888888888889,33.77777777777778,206.77777777777777,1.1111111111111112,1.0,1.7777777777777777,11.666666666666666,0.1111111111111111,0.1111111111111111,248.22222222222223,110.44444444444444,9.666666666666666,-4.469213923412557,0.0,1.0181801854522874,0.041400980687360464,2.5555555555555554,7.888888888888889,0.0,0.1111111111111111,0.1111111111111111,1.0,-0.6315328433478238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.06,11.06,0.0,0.0,0.0,0.0,0.0,-5.1007467667603805
40,350,2023,REG,160,267,1600.0,5,5.0,31.0,234.0,5,3,1971.0,758.0,70.0,-83.5364097096218,1,7.004422887252802,0.08588205482852632,25,130.0,0,3.0,2.0,5.0,-13.539319320860836,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15496460684905297,Zach Wilson,-97.07572903048263,20.0,33.375,200.0,0.625,0.625,3.875,29.25,0.625,0.375,246.375,94.75,8.75,-10.442051213702724,0.125,0.8755528609066002,0.01073525685356579,3.125,16.25,0.0,0.375,0.25,0.625,-1.6924149151076044,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.125,10.125,0.0,0.0,0.0,0.0,0.0,-12.13446612881033
41,351,2023,REG,235,353,2471.0,14,9.0,44.0,293.0,3,1,2814.0,1088.0,114.0,-27.48922541512704,0,7.975596497610544,0.8733505997641917,29,157.0,1,0.0,0.0,10.0,15.18431272427006,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,158.54000000000002,158.54000000000002,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19333203258377643,Sam Howell,-12.304912690856982,26.11111111111111,39.22222222222222,274.55555555555554,1.5555555555555556,1.0,4.888888888888889,32.55555555555556,0.3333333333333333,0.1111111111111111,312.6666666666667,120.88888888888889,12.666666666666666,-3.0543583794585603,0.0,0.8861773886233938,0.09703895552935464,3.2222222222222223,17.444444444444443,0.1111111111111111,0.0,0.0,1.1111111111111112,1.6871458582522287,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.61555555555556,17.61555555555556,0.0,0.0,0.0,0.0,0.0,-1.3672125212063313
42,401,2023,REG,153,224,2033.0,12,5.0,14.0,89.0,4,2,1803.0,932.0,98.0,62.38044246001773,0,9.261292379236787,1.6298229322718014,26,107.0,2,2.0,0.0,10.0,13.25862506807792,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,138.01999999999998,138.01999999999998,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1886653179506807,Brock Purdy,75.63906752809565,19.125,28.0,254.125,1.5,0.625,1.75,11.125,0.5,0.25,225.375,116.5,12.25,7.797555307502217,0.0,1.1576615474045984,0.20372786653397518,3.25,13.375,0.25,0.25,0.0,1.25,1.65732813350974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.252499999999998,17.252499999999998,0.0,0.0,0.0,0.0,0.0,9.454883441011956
43,412,2023,REG,141,230,1490.0,6,4.0,17.0,127.0,0,0,1686.0,757.0,61.0,-33.95929964660643,0,7.166680645758655,0.4548645644171127,26,21.0,1,1.0,0.0,8.0,-2.942011786860887,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,83.7,83.7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15447364535656283,Kenny Pickett,-36.90131143346732,17.625,28.75,186.25,0.75,0.5,2.125,15.875,0.0,0.0,210.75,94.625,7.625,-4.244912455825804,0.0,0.8958350807198319,0.05685807055213909,3.25,2.625,0.125,0.125,0.0,1.0,-0.3677514733576109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4625,10.4625,0.0,0.0,0.0,0.0,0.0,-4.612663929183415
44,414,2023,REG,7,18,79.0,0,0.0,1.0,7.0,0,0,248.0,25.0,2.0,-10.563140670667524,0,0.6812091611114778,-0.11886967802058868,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.16,3.16,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.04143718856543404,Bailey Zappe,-10.563140670667524,3.5,9.0,39.5,0.0,0.0,0.5,3.5,0.0,0.0,124.0,12.5,1.0,-5.281570335333762,0.0,0.3406045805557389,-0.05943483901029434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.58,0.0,0.0,,,0.0,-5.281570335333762
45,418,2023,REG,157,240,1701.0,6,6.0,25.0,171.0,5,4,1869.0,714.0,84.0,-33.16622210177564,1,8.029921681104467,0.555559476893037,29,139.0,3,2.0,0.0,11.0,-2.7605371862104864,0,1,1,-6.0,0,0.0,0.0,-6.0,0.0,0.0,-1.5153478160500526,0,0.0,0.05555555555555555,-0.09523809523809523,0.016666666666666677,0.0,105.34,106.34,8,0.0038022813688212928,-0.0028708133971291866,0.0,0.00340677133552859,-0.003161222339304531,0.0,0.0,0.0,-0.0015806111696522655,-0.002528977871443625,-0.022813688212927757,0.1707669578622816,Desmond Ridder,-35.92675928798612,19.625,30.0,212.625,0.75,0.75,3.125,21.375,0.625,0.5,233.625,89.25,10.5,-4.145777762721955,0.125,1.0037402101380584,0.06944493461162962,3.625,17.375,0.375,0.25,0.0,1.375,-0.3450671482763108,0.0,0.125,0.125,-0.75,0.0,0.0,0.0,-0.75,0.0,0.0,-0.18941847700625658,0.0,0.0,-0.011904761904761904,0.0020833333333333346,0.0,13.1675,13.2925,0.0004752851711026616,0.00042584641694107375,-0.0001975763962065332,-0.00031612223393045314,-0.0028517110266159697,-4.490844910998265
46,420,2023,REG,4,5,74.0,0,0.0,4.0,30.0,0,0,39.0,55.0,1.0,-0.068276936013552,0,1.8974358974358974,0.14343563797791795,5,21.0,0,1.0,1.0,1.0,-6.9683296756702475,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.06,3.06,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01972666322846828,Malik Willis,-7.0366066116837995,2.0,2.5,37.0,0.0,0.0,2.0,15.0,0.0,0.0,19.5,27.5,0.5,-0.034138468006776,0.0,0.9487179487179487,0.07171781898895897,2.5,10.5,0.0,0.5,0.5,0.5,-3.4841648378351238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.0,0.0,0.0,0.0,0.0,-3.5183033058418998
47,428,2023,REG,74,110,697.0,3,6.0,5.0,35.0,2,2,612.0,397.0,38.0,-23.398139111774306,0,5.8702031511234,0.2292945854143272,17,97.0,2,0.0,0.0,10.0,12.38888696138747,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,45.58,45.58,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1615739099610067,Tyson Bagent,-11.009252150386835,18.5,27.5,174.25,0.75,1.5,1.25,8.75,0.5,0.5,153.0,99.25,9.5,-5.8495347779435765,0.0,1.46755078778085,0.0573236463535818,4.25,24.25,0.5,0.0,0.0,2.5,3.0972217403468676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.395,11.395,0.0,0.0,0.0,0.0,0.0,-2.752313037596709
48,431,2023,REG,17,27,174.0,1,2.0,8.0,38.0,0,0,153.0,113.0,8.0,-21.829968359670602,0,1.09375,-0.1719140103707918,8,29.0,1,0.0,0.0,1.0,-0.40439746307674795,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.86,15.86,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16088456076283222,Tommy DeVito,-22.23436582274735,8.5,13.5,87.0,0.5,1.0,4.0,19.0,0.0,0.0,76.5,56.5,4.0,-10.914984179835301,0.0,0.546875,-0.0859570051853959,4.0,14.5,0.5,0.0,0.0,0.5,-0.20219873153837398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.93,7.93,0.0,0.0,0.0,0.0,0.0,-11.117182911373675
49,444,2023,REG,50,77,522.0,1,2.0,7.0,50.0,3,2,557.0,287.0,27.0,-0.17022056153415477,0,2.7204657411553965,0.315648154570637,3,3.0,1,0.0,0.0,2.0,-0.4384548776433803,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.18,23.18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11030741410488246,Aidan O'Connell,-0.6086754391775351,16.666666666666668,25.666666666666668,174.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,16.666666666666668,1.0,0.6666666666666666,185.66666666666666,95.66666666666667,9.0,-0.05674018717805159,0.0,0.9068219137184655,0.10521605152354567,1.0,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,-0.14615162588112676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.726666666666667,7.726666666666667,0.0,0.0,0.0,0.0,0.0,-0.20289181305917836
50,445,2023,REG,12,21,62.0,0,2.0,7.0,41.0,1,1,53.0,43.0,3.0,-34.74954317265656,0,2.183673469387755,-0.03123826308323971,5,28.0,0,0.0,0.0,1.0,0.41662550857290626,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.7199999999999999,-0.7199999999999999,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,-0.009360374414976598,Clayton Tune,-34.33291766408365,6.0,10.5,31.0,0.0,1.0,3.5,20.5,0.5,0.5,26.5,21.5,1.5,-17.37477158632828,0.0,1.0918367346938775,-0.015619131541619855,2.5,14.0,0.0,0.0,0.0,0.5,0.20831275428645313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35999999999999993,-0.35999999999999993,0.0,0.0,,,0.0,-17.166458832041826
51,446,2023,REG,20,37,130.0,0,3.0,4.0,48.0,1,0,314.0,54.0,6.0,-26.667151457292842,0,0.3853503184713376,-0.015505294546617435,4,24.0,0,0.0,0.0,1.0,0.213463633088395,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013708019191226868,Dorian Thompson-Robinson,-26.453687824204447,10.0,18.5,65.0,0.0,1.5,2.0,24.0,0.5,0.0,157.0,27.0,3.0,-13.333575728646421,0.0,0.1926751592356688,-0.007752647273308717,2.0,12.0,0.0,0.0,0.0,0.5,0.1067318165441975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,-13.226843912102224
52,449,2023,REG,8,10,101.0,0,0.0,1.0,0.0,1,1,43.0,65.0,4.0,2.3156480597390328,0,4.332512315270936,0.2574159881318005,4,10.0,0,0.0,0.0,0.0,-2.079496787848484,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.040000000000001,3.040000000000001,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015477038998065374,Jaren Hall,0.23615127189054874,4.0,5.0,50.5,0.0,0.0,0.5,0.0,0.5,0.5,21.5,32.5,2.0,1.1578240298695164,0.0,2.166256157635468,0.12870799406590025,2.0,5.0,0.0,0.0,0.0,0.0,-1.039748393924242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5200000000000005,1.5200000000000005,0.0,0.0,0.0,0.0,0.0,0.11807563594527437
53,498,2023,REG,161,252,1375.0,8,7.0,26.0,219.0,3,2,1607.0,683.0,74.0,-71.84103785485414,1,6.65037870649994,0.31252550062243106,17,117.0,0,1.0,0.0,7.0,5.903596151940292,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,82.7,82.7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667069827447186,Bryce Young,-65.93744170291384,23.0,36.0,196.42857142857142,1.1428571428571428,1.0,3.7142857142857144,31.285714285714285,0.42857142857142855,0.2857142857142857,229.57142857142858,97.57142857142857,10.571428571428571,-10.263005407836305,0.14285714285714285,0.9500541009285629,0.044646500088918725,2.4285714285714284,16.714285714285715,0.0,0.14285714285714285,0.0,1.0,0.8433708788486131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.814285714285715,11.814285714285715,0.0,0.0,0.0,0.0,0.0,-9.419634528987691
54,499,2023,REG,41,68,500.0,4,1.0,6.0,39.0,0,0,716.0,221.0,19.0,2.284306902127876,0,1.4035087719298245,0.19363331142436324,8,13.0,0,0.0,0.0,2.0,-3.550659878179431,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35.3,35.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19786995515695066,Will Levis,-1.266352976051555,20.5,34.0,250.0,2.0,0.5,3.0,19.5,0.0,0.0,358.0,110.5,9.5,1.142153451063938,0.0,0.7017543859649122,0.09681665571218162,4.0,6.5,0.0,0.0,0.0,1.0,-1.7753299390897155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,17.65,0.0,0.0,0.0,0.0,0.0,-0.6331764880257775
55,500,2023,REG,173,279,2270.0,14,1.0,18.0,163.0,3,2,2371.0,1028.0,109.0,54.16918844082156,0,7.625980010541203,0.9654471443847481,20,68.0,1,1.0,0.0,8.0,3.250420710304752,1,1,1,0.0,0,0.0,0.0,-1.0,1.0,0.0,-0.873243719805032,0,0.0,0.023255813953488372,-0.0038461538461538464,0.03219141323792486,0.0,155.6,156.6,8,0.0035714285714285713,-0.00042069835927639884,0.0009727626459143969,0.005020584169721738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21533469006105274,C.J. Stroud,57.41960915112631,21.625,34.875,283.75,1.75,0.125,2.25,20.375,0.375,0.25,296.375,128.5,13.625,6.771148555102695,0.0,0.9532475013176503,0.12068089304809351,2.5,8.5,0.125,0.125,0.0,1.0,0.406302588788094,0.125,0.125,0.125,0.0,0.0,0.0,0.0,-0.125,0.125,0.0,-0.109155464975629,0.0,0.0,-0.0004807692307692308,0.004023926654740608,0.0,19.45,19.575,0.0004464285714285714,0.0006275730212152173,0.0,0.0,0.0,7.177451143890789
56,501,2023,REG,50,84,577.0,3,1.0,7.0,29.0,1,0,676.0,297.0,31.0,4.587791287072113,2,5.912336329390823,0.22419444687600024,25,136.0,4,2.0,1.0,8.0,0.4301043392624706,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,72.68,72.68,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21368928613430554,Anthony Richardson,5.0178956263345835,12.5,21.0,144.25,0.75,0.25,1.75,7.25,0.25,0.0,169.0,74.25,7.75,1.1469478217680282,0.5,1.4780840823477057,0.05604861171900006,6.25,34.0,1.0,0.5,0.25,2.0,0.10752608481561765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.17,18.17,0.0,0.0,0.0,0.0,0.0,1.2544739065836459
