Rank,Player Name,Position,Age,Games,Games Started,Passing Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Passing Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing Touchdowns,Receiving Targets,Receiving Receptions,Receiving Yards,Receiving Y/R,Receiving TD,Fumbles,Fumbles Lost,Fantasy Points,Fantasy PPR,Fantasy VBD,Fantasy Position Rank,Fantasy Overall Rank,additional
387,Greg Jones,RB,30,16,9,0,0,0,0,0,2,7,3.50,1,9,4,19,4.75,0,0,,9,12.6,,119,,JoneGr01
388,Marc Mariani,WR,24,16,0,0,0,0,0,0,1,4,4.00,0,12,5,24,4.80,0,1,,9,13.8,,149,,MariMa00
389,Weslye Saunders,WR,22,16,6,0,0,0,0,0,0,0,,0,8,4,29,7.25,1,0,,9,12.9,,148,,SaunWe00
390,Cecil Shorts,WR,24,10,0,0,0,0,0,0,0,0,,0,12,2,30,15.00,1,0,,9,11.0,,145,,ShorCe00
391,Luke Stocker,TE,23,14,9,0,0,0,0,0,0,0,,0,17,12,92,7.67,0,0,,9,21.2,,65,,StocLu00
392,Eric Weems,WR,26,16,2,0,0,0,0,0,0,0,,0,14,11,90,8.18,0,0,,9,20.0,,146,,WeemEr00
393,John Gilmore,TE,32,14,4,0,0,0,0,0,0,0,,0,6,3,20,6.67,1,0,,8,11.0,,68,,GilmJo00
394,Michael Hoomanawanui,WR,23,8,8,0,0,0,0,0,0,0,,0,13,7,83,11.86,0,0,,8,15.3,,150,,HoomMi00
395,Henry Hynoski,RB,23,11,4,0,0,0,0,0,0,0,,0,16,12,83,6.92,0,0,,8,20.3,,120,,HynoHe01
396,Ruvell Martin,WR,29,14,0,0,0,0,0,0,0,0,,0,16,7,82,11.71,0,0,,8,15.2,,151,,MartRu00
397,Cameron Morrah,TE,24,9,4,0,0,0,0,0,1,1,1.00,0,13,6,74,12.33,0,0,,8,13.5,,69,,MorrCa00
398,Anthony Sherman,RB,23,15,7,0,0,0,0,0,1,3,3.00,0,9,8,72,9.00,0,0,,8,15.5,,121,,SherAn00
399,Billy Bajema,TE,29,16,12,0,0,0,0,0,0,0,,0,14,9,71,7.89,0,0,,7,16.1,,70,,BajeBi00
400,Brandon Banks,WR,24,16,0,1,1,49,1,0,1,1,1.00,0,1,1,10,10.00,0,7,,7,8.1,,153,,BankBr00
401,Rock Cartwright,RB,32,15,0,0,0,0,0,0,4,45,11.25,0,6,4,24,6.00,0,0,,7,10.9,,122,,CartRo01
402,Chris Cooley,TE,29,5,5,0,0,0,0,0,2,3,1.50,0,13,8,65,8.13,0,0,,7,14.8,,71,,CoolCh00
403,Lee Evans,WR,30,9,2,0,0,0,0,0,0,0,,0,26,4,74,18.50,0,0,,7,11.4,,152,,EvanLe00
404,Nick Miller,WR,24,8,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,,7,7.8,,154,,MillNi00
405,Richard Bartel,QB,28,2,0,10,22,86,1,1,1,9,9.00,0,0,0,0,,0,0,,6,6.3,,57,,BartRi00
406,Charlie Batch,QB,37,4,1,15,24,208,0,1,3,-2,-0.67,0,0,0,0,,0,0,,6,6.1,,59,,BatcCh00
407,Rashied Davis,WR,32,11,0,0,0,0,0,0,0,0,,0,5,4,63,15.75,0,0,,6,10.3,,155,,DaviRa00
408,Richard Goodman,,24,16,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,6,6.0,,156,,GoodRi00
409,Bruce Gradkowski,QB,28,2,0,8,18,109,1,1,3,1,0.33,0,0,0,0,,0,0,,6,6.5,,56,,GradBr00
410,Matt Leinart,QB,28,2,1,10,13,57,1,0,1,-1,-1.00,0,0,0,0,,0,0,,6,6.2,,58,,LeinMa00
411,Brit Miller,RB,25,12,1,0,0,0,0,0,5,14,2.80,0,3,3,41,13.67,0,0,,6,8.5,,123,,MillBr01
412,Matthew Mulligan,TE,26,16,9,0,0,0,0,0,0,0,,0,9,5,58,11.60,0,0,,6,10.8,,73,,MullMa00
413,Kealoha Pilares,,23,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,6,6.0,,157,,PilaKe00
414,Ryan Taylor,TE,24,15,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,1,0,,6,7.4,,72,,TaylRy00
415,Armando Allen,RB,22,2,0,0,0,0,0,0,15,48,3.20,0,1,0,0,,0,0,,5,4.8,,127,,AlleAr00
416,Danny Amendola,WR,26,1,1,0,0,0,0,0,0,0,,0,6,5,45,9.00,0,1,,5,9.5,,160,,AmenDa00
417,Deon Butler,WR,25,5,0,0,0,0,0,0,0,0,,0,7,6,51,8.50,0,0,,5,11.1,,158,,ButlDe00
418,Tyler Clutts,RB,27,16,8,0,0,0,0,0,0,0,,0,10,8,48,6.00,0,1,,5,12.8,,128,,ClutTy00
419,Jerome Felton,RB,25,14,3,0,0,0,0,0,3,10,3.33,0,7,4,40,10.00,0,0,,5,9.0,,125,,FeltJe00
420,Ahmard Hall,RB,32,12,7,0,0,0,0,0,6,24,4.00,0,14,9,46,5.11,0,1,1,5,14.0,,126,,HallAh00
421,DuJuan Harris,RB,23,5,0,0,0,0,0,0,9,42,4.67,0,2,1,4,4.00,0,0,,5,5.6,,129,,HarrDu01
422,Erik Lorig,RB,25,16,7,0,0,0,0,0,0,0,,0,9,6,53,8.83,0,0,,5,11.3,,124,,LoriEr99
423,Jake O'Connell,TE,26,8,4,0,0,0,0,0,0,0,,0,12,7,52,7.43,0,0,,5,12.2,,74,,OConJa00
424,Zach Potter,TE,25,15,7,0,0,0,0,0,0,0,,0,7,5,50,10.00,0,0,,5,10.0,,75,,PottZa99
425,Chris Redman,QB,34,5,0,18,28,188,0,1,5,-6,-1.20,0,0,0,0,,0,0,,5,4.9,,60,,RedmCh00
426,LaQuan Williams,WR,23,12,0,0,0,0,0,0,0,0,,0,12,4,46,11.50,0,2,,5,8.6,,159,,WillLa01
427,Kyle Boller,QB,30,2,1,15,28,161,0,3,9,38,4.22,0,0,0,0,,0,3,,4,4.2,,61,,BollKy00
428,Stephen Burton,WR,22,3,0,0,0,0,0,0,0,0,,0,3,2,38,19.00,0,0,,4,5.8,,163,,BurtSt00
429,Mike Caussin,TE,24,6,2,0,0,0,0,0,0,0,,0,6,5,41,8.20,0,0,,4,9.1,,77,,CausMi00
430,Jeff Cumberland,TE,24,3,0,0,0,0,0,0,0,0,,0,5,2,35,17.50,0,0,,4,5.5,,80,,CumbJe00
431,Tony Fiammetta,RB,25,10,6,0,0,0,0,0,4,4,1.00,0,5,3,39,13.00,0,0,,4,7.3,,131,,FiamTo00
432,Jerome Harrison,RB,28,4,0,0,0,0,0,0,14,41,2.93,0,2,1,3,3.00,0,0,,4,5.4,,130,,HarrJe00
433,Will Heller,TE,30,16,7,0,0,0,0,0,0,0,,0,12,6,42,7.00,0,0,,4,10.2,,76,,HellWi00
434,Owen Marecic,RB,23,14,4,0,0,0,0,0,4,8,2.00,0,7,5,31,6.20,0,1,,4,8.9,,134,,MareOw00
435,Luke McCown,QB,30,4,2,30,56,296,0,4,7,23,3.29,0,0,0,0,,0,2,1,4,4.1,,62,,McCoLu00
436,Jerious Norwood,RB,28,9,0,0,1,0,0,1,24,61,2.54,0,1,0,0,,0,0,,4,4.1,,132,,NorwJe00
437,Kassim Osgood,WR,31,12,2,0,0,0,0,0,0,0,,0,11,5,42,8.40,0,0,,4,9.2,,161,,OsgoKa00
438,Montell Owens*,RB,27,13,0,0,0,0,0,0,10,39,3.90,0,3,2,2,1.00,0,0,,4,6.1,,133,,OwenMo01
439,Zack Pianalto,TE,22,13,0,0,0,0,0,0,0,0,,0,5,4,40,10.00,0,0,,4,8.0,,78,,PianZa00
440,Taylor Price,WR,24,5,0,0,0,0,0,0,0,0,,0,4,2,39,19.50,0,0,,4,5.9,,162,,PricTa00
441,Andrew Quarless,TE,23,10,2,0,0,0,0,0,0,0,,0,4,3,36,12.00,0,0,,4,6.6,,79,,QuarAn00
442,DeMarco Sampson,WR,26,12,0,0,0,0,0,0,0,0,,0,8,3,36,12.00,0,0,,4,6.6,,165,,SampDe00
443,Owen Schmitt,RB,26,16,5,0,0,0,0,0,4,6,1.50,0,7,3,32,10.67,0,0,,4,6.8,,135,,SchmOw00
444,Devin Thomas,WR,25,16,0,0,0,0,0,0,0,0,,0,3,3,37,12.33,0,0,,4,6.7,,164,,ThomDe02
445,Johnny White,RB,23,12,0,0,0,0,0,0,12,38,3.17,0,4,1,-3,-3.00,0,0,,4,4.5,,136,,WhitJo01
446,Adrian Arrington,WR,26,4,0,0,0,0,0,0,0,0,,0,3,2,31,15.50,0,0,,3,5.1,,168,,ArriAd00
447,Anthony Becht,TE,34,9,5,0,0,0,0,0,0,0,,0,4,3,26,8.67,0,0,,3,5.6,,84,,BechAn00
448,Kevin Brock,TE,25,2,0,0,0,0,0,0,0,0,,0,2,2,27,13.50,0,0,,3,4.7,,83,,BrocKe00
449,Jordan Cameron,TE,23,8,2,0,0,0,0,0,0,0,,0,13,6,33,5.50,0,0,,3,9.3,,81,,CameJo00
450,Mark Clayton,WR,29,2,1,0,0,0,0,0,0,0,,0,4,3,26,8.67,0,0,,3,5.6,,174,,ClayMa01
451,Jim Dray,TE,25,10,0,0,0,0,0,0,0,0,,0,5,2,25,12.50,0,0,,3,4.5,,85,,DrayJi00
452,Kris Durham,WR,23,3,0,0,0,0,0,0,0,0,,0,4,3,30,10.00,0,0,,3,6.0,,170,,DurhKr00
453,Brody Eldridge,TE,24,13,8,0,0,0,0,0,0,0,,0,10,9,45,5.00,0,0,1,3,11.5,,86,,EldrBr00
454,Quinn Johnson,RB,25,4,1,0,0,0,0,0,0,0,,0,3,3,30,10.00,0,0,,3,6.0,,137,,JohnQu00
455,Jon Kitna,QB,39,3,0,6,10,87,1,2,3,-2,-0.67,0,0,0,0,,0,0,,3,3.3,,63,,KitnJo00
456,J.P. Losman,QB,30,2,0,6,10,60,0,0,2,1,0.50,0,0,0,0,,0,1,,3,2.5,,64,,LosmJ.00
457,Carlton Mitchell,WR,23,11,0,0,0,0,0,0,0,0,,0,4,3,31,10.33,0,0,,3,6.1,,169,,MitcCa00
458,Niles Paul,WR,22,13,2,0,0,0,0,0,1,7,7.00,0,5,2,25,12.50,0,0,,3,5.2,,166,,PaulNi00
459,Bilal Powell,RB,23,2,0,0,0,0,0,0,13,21,1.62,0,1,1,7,7.00,0,1,,3,3.8,,140,,PoweBi00
460,Brian Robiskie,WR,24,6,2,0,0,0,0,0,0,0,,0,9,3,25,8.33,0,0,,3,5.5,,176,,RobiBr00
461,Matthew Slater*,WR,26,16,3,0,0,0,0,0,0,0,,0,3,1,46,46.00,0,1,1,3,3.6,,175,,SlatMa00
462,Kory Sperry,TE,26,16,4,0,0,0,0,0,0,0,,0,5,1,32,32.00,0,0,,3,4.2,,82,,SperKo00
463,Sammie Stroughter,WR,25,6,0,0,0,0,0,0,0,0,,0,7,4,52,13.00,0,1,1,3,7.2,,167,,StroSa00
464,Manase Tonga,RB,27,11,3,0,0,0,0,0,1,12,12.00,0,4,3,18,6.00,0,0,,3,6.0,,138,,TongMa00
465,Tiquan Underwood,WR,24,6,0,0,0,0,0,0,0,0,,0,6,3,30,10.00,0,0,,3,6.0,,171,,UndeTi00
466,Lawrence Vickers,RB,28,14,1,0,0,0,0,0,1,0,0.00,0,8,4,29,7.25,0,0,,3,6.9,,139,,VickLa00
467,Bryan Walters,WR,24,4,0,0,0,0,0,0,0,0,,0,4,3,27,9.00,0,0,,3,5.7,,172,,WaltBr00
468,Ryan Whalen,WR,22,4,0,0,0,0,0,0,0,0,,0,5,4,27,6.75,0,0,,3,6.7,,173,,WhalRy00
469,Brock Bolen,RB,26,13,0,0,0,0,0,0,2,14,7.00,0,5,2,6,3.00,0,0,,2,4.0,,143,,BoleBr00
470,Thomas Clayton,RB,27,3,0,0,0,0,0,0,8,12,1.50,0,1,1,3,3.00,0,0,,2,2.5,,147,,ClayTh00
471,Clyde Gates,WR,25,15,0,0,0,0,0,0,1,4,4.00,0,,2,19,9.50,0,0,,2,4.3,,177,,GateCl00
472,Garrett Graham,RB,25,7,0,0,0,0,0,0,0,0,,0,2,1,24,24.00,0,0,,2,3.4,,141,,GrahGa00
473,Alex Green,RB,23,4,0,0,0,0,0,0,3,11,3.67,0,1,1,6,6.00,0,0,,2,2.7,,146,,GreeAl00
474,Virgil Green,TE,23,15,3,0,0,0,0,0,0,0,,0,5,3,24,8.00,0,0,,2,5.4,,87,,GreeVi00
475,Roscoe Parrish,WR,29,2,2,0,0,0,0,0,0,0,,0,4,1,16,16.00,0,0,,2,2.6,,180,,ParrRo00
476,Justin Peelle,TE,32,14,2,0,0,0,0,0,0,0,,0,4,1,19,19.00,0,0,,2,2.9,,88,,PeelJu00
477,Cedric Peerman,RB,25,15,0,0,0,0,0,0,3,15,5.00,0,1,0,0,,0,0,,2,1.5,,148,,PeerCe00
478,Chris Pressley,RB,25,15,10,0,0,0,0,0,0,0,,0,5,3,19,6.33,0,0,,2,4.9,,144,,PresCh00
479,Mike Sellers,TE,36,12,0,0,0,0,0,0,0,0,,0,2,1,15,15.00,0,0,,2,2.5,,90,,SellMi00
480,Chansi Stuckey,WR,28,9,0,0,0,0,0,0,0,0,,0,8,4,39,9.75,0,1,1,2,5.9,,179,,StucCh20
481,Brett Swain,WR,26,5,1,0,0,0,0,0,0,0,,0,7,2,15,7.50,0,0,,2,3.5,,181,,SwaiBr00
482,Brandon Tate,,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,3,2,2,2.0,,178,,TateBr00
483,David Thomas,TE,28,5,2,0,0,0,0,0,0,0,,0,9,5,16,3.20,0,0,,2,6.6,,89,,ThomDa02
484,Josh Vaughan,RB,25,7,0,0,0,0,0,0,7,24,3.43,0,0,0,0,,0,0,,2,2.4,,142,,VaugJo01
485,Eddie Williams,RB,24,6,0,0,0,0,0,0,2,2,1.00,0,1,1,17,17.00,0,0,,2,2.9,,145,,WillEd00
486,Anthony Allen,RB,23,5,0,0,0,0,0,0,3,8,2.67,0,0,0,0,,0,0,,1,0.8,,155,,AlleAn01
487,Emmanuel Arceneaux,WR,24,3,0,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,0,,1,2.0,,186,,ArceEm00
488,David Ausberry,TE,24,12,0,0,0,0,0,0,1,-2,-2.00,0,2,2,14,7.00,0,0,,1,3.2,,92,,AusbDa00
489,Allen Bradford,RB,23,1,0,0,0,0,0,0,5,13,2.60,0,0,0,0,,0,0,,1,1.3,,149,,BradAl00
490,Aaron Brown,RB,26,1,0,0,0,0,0,0,1,0,0.00,0,1,1,9,9.00,0,0,,1,1.9,,152,,BrowAa00
491,Mark Brunell,QB,41,16,0,1,3,27,0,0,0,0,,0,0,0,0,,0,0,,1,1.1,,67,,BrunMa00
492,Shaun Chapas,RB,23,3,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,1,1.9,,153,,ChapSh00
493,Mike Cox,RB,26,9,5,0,0,0,0,0,0,0,,0,3,2,8,4.00,0,1,,1,2.8,,156,,Cox_Mi20
494,Chase Daniel,QB,25,16,0,4,5,29,0,0,3,-3,-1.00,0,0,0,0,,0,0,,1,0.9,,69,,DaniCh00
495,Ryan D'Imperio,RB,24,12,1,0,0,0,0,0,0,0,,0,6,2,7,3.50,0,0,,1,2.7,,157,,DImpRy00
496,Armanti Edwards,WR,23,16,0,1,1,11,0,0,1,5,5.00,0,0,0,0,,0,0,,1,0.9,,187,,EdwaAr00
497,Anthony Hill,TE,26,7,2,0,0,0,0,0,0,0,,0,3,2,10,5.00,0,0,,1,3.0,,93,,HillAn00
498,Shaun Hill,QB,31,2,0,2,3,33,0,0,1,-1,-1.00,0,0,0,0,,0,0,,1,1.2,,65,,HillSh00
499,Jeremy Horne,WR,25,9,0,0,0,0,0,0,1,5,5.00,0,2,0,0,,0,0,,1,0.5,,191,,HornJe00
500,Brian Hoyer,QB,26,3,0,1,1,22,0,0,4,-3,-0.75,0,0,0,0,,0,0,,1,0.6,,70,,HoyeBr00
501,Colin Kaepernick,QB,24,3,0,3,5,35,0,0,2,-2,-1.00,0,0,0,0,,0,0,,1,1.2,,66,,KaepCo00
502,Reggie Kelly,TE,34,16,2,0,0,0,0,0,0,0,,0,2,1,7,7.00,0,0,,1,1.7,,95,,KellRe00
503,Stefan Logan,WR,30,16,1,0,0,0,0,0,9,32,3.56,0,1,1,19,19.00,0,6,2,1,2.1,,184,,LogaSt00
504,Ryan Mahaffey,RB,24,5,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,1,1.5,,158,,MahaRy00
505,Jeron Mastrud,TE,24,14,3,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,,1,1.8,,94,,MastJe20
506,Reagan Maui'a,RB,27,3,3,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,0,,1,2.2,,150,,MauiRe00
507,Allen Reisner,TE,23,6,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,1,1.5,,96,,ReisAl00
508,Da'Rel Scott,RB,23,11,0,0,0,0,0,0,5,16,3.20,0,2,2,13,6.50,0,1,1,1,2.9,,154,,ScotDa01
509,Jordan Shipley,WR,26,2,0,0,0,0,0,0,0,0,,0,5,4,14,3.50,0,1,,1,5.4,,182,,ShipJo00
510,Lee Smith,WR,24,10,3,0,0,0,0,0,0,0,,0,4,4,11,2.75,0,0,,1,5.1,,185,,SmitLe00
511,Micheal Spurlock,WR,28,12,0,0,1,0,0,0,0,0,,0,6,2,13,6.50,0,0,,1,3.3,,183,,SpurMi00
512,Brandon Stokley,WR,35,2,0,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,0,,1,1.7,,189,,StokBr00
513,Maurice Stovall,WR,26,15,0,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,0,,1,1.8,,188,,StovMa00
514,Tyrod Taylor,QB,22,3,0,1,1,18,0,0,1,2,2.00,0,0,0,0,,0,0,,1,0.9,,68,,TaylTy00
515,Julius Thomas,TE,23,5,1,0,0,0,0,0,0,0,,0,7,1,5,5.00,0,0,,1,1.5,,97,,ThomJu00
516,Chauncey Washington,RB,26,2,0,0,0,0,0,0,1,-1,-1.00,0,3,2,13,6.50,0,0,,1,3.2,,151,,WashCh00
517,D.J. Williams,TE,23,13,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,0,,1,3.3,,91,,WillD.00
518,George Wilson,WR,30,13,13,0,0,0,0,0,1,6,6.00,0,0,0,0,,0,0,,1,0.6,,190,,WilsGe01
519,Darvin Adams,,21,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,193,,AdamDa00
520,Kyle Adams,,23,8,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,,,,103,,AdamKy00
521,Kamar Aiken,,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,194,,AikeKa00
522,Seyi Ajirotutu,WR,24,14,0,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,0,,,1.4,,192,,AjirSe00
523,Derek Anderson,QB,28,2,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,,-0.2,,75,,AndeDe00
524,Arnaz Battle,,31,10,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,195,,BattAr00
525,Tom Brandstater,QB,27,1,0,0,2,0,0,0,0,0,,0,0,0,0,,0,0,,,,,72,,BranTo00
526,Eldra Buckley,,26,2,0,,,,,,,,,,,,,,,,,,,,170,,BuckEl00
527,Dominique Byrd,,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,,,104,,ByrdDo00
528,Rudy Carpenter,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,73,,CarpRu00
529,Michael Clayton,,29,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,196,,ClayMi00
530,Kevin Cone,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,197,,ConeKe00
531,Dominique Curry,,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,,,198,,CurrDo00
532,Tandon Doss,,22,6,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,,199,,DossTa00
533,Shaun Draughn,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,163,,DrauSh00
534,Darren Evans,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,164,,EvanDa00
535,Collin Franklin,,23,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,,105,,FranCo00
536,Anthony Gonzalez,,27,8,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,,200,,GonzAn00
537,Mike Goodson,RB,24,4,0,0,0,0,0,0,0,0,,0,3,1,4,4.00,0,0,,,1.4,,159,,GoodMi00
538,Richard Gordon,TE,24,14,1,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,,,1.2,,100,,GordRi00
539,Chris Gronkowski,,25,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,165,,GronCh00
540,Dan Gronkowski,,26,7,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,106,,GronDa00
541,Clark Harris,,27,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,107,,HarrCl20
542,Dwayne Harris,,24,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,,,201,,HarrDw00
543,Ben Hartsock,,31,15,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,,,108,,HartBe00
544,Joe Hastings,,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,202,,HastJo00
545,Michael Higgins,TE,24,2,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,,,1.4,,98,,HiggMi00
546,Trindon Holliday,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,,,203,,HollTr00
547,Brian Jennings*,,35,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,109,,JennBr00
548,Jerrel Jernigan,,22,8,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,,,,204,,JernJe00
549,Jaymar Johnson,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,205,,JohnJa01
550,Larry Johnson,RB,32,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,,0.2,,161,,JohnLa00
551,Mike Kafka,QB,24,4,0,11,16,107,0,2,3,0,0.00,0,0,0,0,,0,0,,,0.3,,71,,KafkMi00
552,Jim Kleinsasser,TE,34,16,11,0,0,0,0,0,0,0,,0,6,1,4,4.00,0,0,,,1.4,,99,,KleiJi00
553,Max Komar,,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,206,,KomaMa00
554,Jameson Konz,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,110,,KonzJa00
555,Mike Leach,,35,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,111,,LeacMi00
556,Jeff Maehl,,22,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,207,,MaehJe00
557,Steve Maneri,TE,23,6,1,0,0,0,0,0,0,0,,0,2,1,1,1.00,0,0,,,1.1,,102,,ManeSt00
558,David Martin,,32,3,0,,,,,,,,,,,,,,,,,,,,121,,MartDa00
559,Corey McIntyre,RB,32,16,1,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,,,1.4,,160,,McInCo00
560,Mike McNeill,,23,4,0,,,,,,,,,,,,,,,,,,,,122,,McNeMi00
561,Richard Medlin,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,166,,MedlRi00
562,Kerry Meier,,25,12,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,208,,MeieKe00
563,Marlon Moore,,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,209,,MoorMa02
564,Rob Myers,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,112,,MyerRo00
565,Jamar Newsome,,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,210,,NewsJa00
566,Moran Norris,,33,5,2,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,3,,NorrMo00
567,Fendi Onobun,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,113,,OnobFe00
568,Lousaka Polite,,30,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,167,,PoliLo00
569,Quinn Porter,,25,12,0,0,0,0,0,0,0,0,,0,1,0,0,,0,1,,,,,168,,PortQu00
570,Julius Pruitt,,26,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,211,,PruiJu00
571,Terrelle Pryor,,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,74,,PryoTe00
572,Richard Quinn,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,114,,QuinRi00
573,Courtney Roby,,28,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,212,,RobyCo00
574,Martin Rucker,,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,115,,RuckMa00
575,Antone Smith,,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,169,,SmitAn01
576,Armond Smith,RB,25,3,0,0,0,0,0,0,3,2,0.67,0,1,0,0,,0,0,,,0.2,,162,,SmitAr00
577,Justin Snow,,35,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,116,,SnowJu00
578,Nate Solder,,23,16,13,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,117,,SoldNa00
579,Stephen Spach,TE,29,10,1,0,0,0,0,0,0,0,,0,3,2,2,1.00,0,0,,,2.2,,101,,SpacSt00
580,Tyler Thigpen,QB,27,3,0,3,8,25,0,1,1,8,8.00,0,0,0,0,,0,0,,,-0.2,,76,,ThigTy00
581,Roberto Wallace,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,213,,WallRo01
582,Blair White,,24,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,,,,214,,WhitBl00
583,Chris Williams,,26,9,9,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,215,,WillCh03
584,Stephen Williams,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,216,,WillSt01
585,Kris Wilson,,30,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,118,,WilsKr00
586,Will Yeatman,,23,3,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,119,,YeatWi00
587,Joe Zelenka,,35,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,120,,ZeleJo00
588,Billy Volek,QB,35,2,0,0,0,0,0,0,5,-5,-1.00,0,0,0,0,,0,0,,-1,-0.5,,77,,VoleBi00
589,Quan Cosby,,29,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,-2,-2.0,,217,,CosbQu00
590,David Reed,WR,24,11,0,0,0,0,0,0,1,16,16.00,0,2,0,0,,0,3,2,-2,-2.4,,218,,ReedDa00
