Rank,Player Name,Position,Age,Games,Games Started,Passing Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Passing Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing Touchdowns,Receiving Targets,Receiving Receptions,Receiving Yards,Receiving Y/R,Receiving TD,Fumbles,Fumbles Lost,Fantasy Points,Fantasy PPR,Fantasy VBD,Fantasy Position Rank,Fantasy Overall Rank,additional
190,Kevin Kolb,QB,26,7,5,115,189,1197,7,7,15,65,4.33,0,0,0,0,,0,6,3,62,62.4,,36,,KolbKe00
191,Derrick Ward,RB,30,16,0,0,0,0,0,0,50,315,6.30,4,11,7,61,8.71,0,0,,62,68.6,,53,,WardDe01
192,Correll Buckhalter,RB,32,15,0,0,0,0,0,0,59,147,2.49,2,39,28,240,8.57,2,1,1,61,88.7,,54,,BuckCo00
193,Heath Miller,TE,28,14,14,0,0,0,0,0,0,0,,0,67,42,512,12.19,2,1,1,61,103.2,,25,,MillHe00
194,Owen Daniels,TE,28,11,10,0,0,0,0,0,0,0,,0,68,38,471,12.39,2,0,,59,97.1,,26,,DaniOw00
195,Brandon LaFell,WR,24,14,2,0,1,0,0,0,1,60,60.00,0,77,38,468,12.32,1,0,,59,96.8,,77,,LaFeBr00
196,Jeremy Shockey,TE,30,13,11,0,0,0,0,0,0,0,,0,59,41,408,9.95,3,0,,59,99.8,,27,,ShocJe00
197,Chester Taylor,RB,31,16,1,0,0,0,0,0,112,267,2.38,3,26,20,139,6.95,0,0,,59,78.6,,57,,TaylCh01
198,Pierre Thomas,RB,26,6,3,0,0,0,0,0,83,269,3.24,2,29,29,201,6.93,0,0,,59,88.0,,56,,ThomPi00
199,Beanie Wells,RB,22,13,2,0,0,0,0,0,116,397,3.42,2,8,5,74,14.80,0,1,,59,64.1,,55,,WellCh00
200,Jimmy Clausen,QB,23,13,10,157,299,1558,3,9,23,57,2.48,0,0,0,0,,0,9,2,58,58.0,,37,,ClauJi00
201,T.J. Houshmandzadeh,WR,33,16,2,0,0,0,0,0,0,0,,0,57,30,398,13.27,3,1,,58,87.8,,78,,HousTJ00
202,Patrick Crayton,WR,31,9,2,0,1,0,0,0,0,0,,0,42,28,514,18.36,1,0,,57,85.4,,79,,CrayPa00
203,Drew Stanton,QB,26,6,3,69,119,780,4,3,18,113,6.28,1,0,0,0,,0,3,1,57,56.5,,38,,StanDr00
204,Arrelious Benn,WR,22,15,9,0,0,0,0,0,6,35,5.83,0,38,25,395,15.80,2,1,,55,80.0,,80,,BennAr00
205,Jerricho Cotchery,WR,28,14,5,0,0,0,0,0,4,-3,-0.75,0,86,41,433,10.56,2,0,,55,96.0,,81,,CotcJe00
206,Brad Smith,WR,27,16,2,2,3,6,1,0,38,299,7.87,1,7,4,44,11.00,0,1,1,55,58.5,,82,,SmitBr01
207,Roscoe Parrish,WR,28,8,6,0,0,0,0,0,3,23,7.67,0,53,33,400,12.12,2,1,,54,87.3,,83,,ParrRo00
208,Bo Scaife,TE,29,14,13,0,0,0,0,0,0,0,,0,52,36,318,8.83,4,2,1,54,89.8,,28,,ScaiBo00
209,Dallas Clark,TE,31,6,6,0,0,0,0,0,0,0,,0,53,37,347,9.38,3,0,,53,89.7,,30,,ClarDa00
210,Devery Henderson,WR,28,16,11,0,0,0,0,0,3,8,2.67,0,59,34,464,13.65,1,0,,53,87.2,,84,,HendDe00
211,David Nelson,TE,24,15,3,0,0,0,0,0,0,0,,0,47,31,353,11.39,3,0,,53,84.3,,29,,NelsDa01
212,Rex Grossman,QB,30,4,3,74,133,884,7,4,3,6,2.00,0,0,0,0,,0,4,4,52,52.0,,39,,GrosRe00
213,Javarris James,RB,23,10,0,0,0,0,0,0,46,112,2.43,6,11,9,63,7.00,0,1,1,52,60.5,,58,,JameJa00
214,Tashard Choice,RB,26,16,0,0,0,0,0,0,66,243,3.68,3,22,17,109,6.41,0,1,1,51,68.2,,59,,ChoiTa00
215,Daniel Fells,TE,27,16,6,0,0,0,0,0,0,0,,0,65,41,391,9.54,2,0,,51,92.1,,31,,FellDa00
216,Matthew Stafford,QB,22,3,3,57,96,535,6,1,4,11,2.75,1,0,0,0,,0,2,1,51,50.5,,40,,StafMa00
217,Fred Davis,TE,24,16,9,0,0,0,0,0,0,0,,0,30,21,316,15.05,3,0,,50,70.6,,32,,DaviFr01
218,Bruce Gradkowski,QB,27,6,4,83,157,1059,5,7,12,41,3.42,0,0,0,0,,0,3,1,50,50.5,,41,,GradBr00
219,C.J. Spiller,RB,23,14,1,0,0,0,0,0,74,283,3.82,0,30,24,157,6.54,1,5,3,50,74.0,,60,,SpilC.00
220,Toby Gerhart,RB,23,15,1,0,0,0,0,0,81,322,3.98,1,29,21,167,7.95,0,3,3,49,69.9,,61,,GerhTo00
221,Brian Robiskie,WR,23,14,11,0,0,0,0,0,0,0,,0,49,29,310,10.69,3,0,,49,78.0,,85,,RobiBr00
222,Emmanuel Sanders,WR,23,13,1,0,0,0,0,0,0,0,,0,50,28,376,13.43,2,2,1,48,75.6,,86,,SandEm00
223,Jerome Harrison,RB,27,12,2,0,0,0,0,0,71,330,4.65,1,13,12,85,7.08,0,2,1,46,57.5,,63,,HarrJe00
224,DeAngelo Williams,RB,27,6,6,0,0,0,0,0,87,361,4.15,1,13,11,61,5.55,0,1,1,46,57.2,,62,,WillDe02
225,Darrius Heyward-Bey,WR,23,15,14,0,0,0,0,0,4,48,12.00,0,65,26,366,14.08,1,1,1,45,71.4,,87,,HeywDa00
226,Laurent Robinson,WR,25,14,11,0,0,0,0,0,2,-14,-7.00,0,75,34,344,10.12,2,0,,45,79.0,,88,,RobiLa01
227,Vincent Jackson,WR,27,5,5,0,0,0,0,0,1,14,14.00,0,24,14,248,17.71,3,0,,44,58.2,,89,,JackVi00
228,Isaac Redman,RB,26,16,0,0,0,0,0,0,52,247,4.75,0,10,9,72,8.00,2,1,,44,52.9,,64,,RedmIs20
229,Mark Clayton,WR,28,5,5,0,0,0,0,0,1,6,6.00,0,42,23,306,13.30,2,0,,43,66.2,,90,,ClayMa01
230,Legedu Naanee,WR,27,10,9,0,0,0,0,0,3,-2,-0.67,0,46,23,371,16.13,1,1,1,43,65.9,,91,,NaanLe00
231,Reggie Bush,RB,25,8,6,0,0,0,0,0,36,150,4.17,0,42,34,208,6.12,1,2,,42,75.8,,65,,BushRe00
232,Jared Cook,TE,23,16,1,0,0,0,0,0,0,0,,0,45,29,361,12.45,1,0,,42,71.1,,33,,CookJa02
233,Tony Scheffler,TE,27,15,4,0,0,0,0,0,0,0,,0,72,45,378,8.40,1,1,1,42,86.8,,34,,ScheTo00
234,Jerome Simpson,WR,24,5,3,0,0,0,0,0,1,2,2.00,0,25,20,277,13.85,3,2,2,42,61.9,,92,,SimpJe00
235,Seneca Wallace,QB,30,8,4,64,101,694,4,2,7,9,1.29,0,1,1,9,9.00,0,1,,42,42.6,,42,,WallSe00
236,Josh Cribbs,WR,27,15,5,2,3,19,0,0,20,66,3.30,0,39,23,292,12.70,1,7,1,41,63.6,,95,,CribJo01
237,Andre Roberts,WR,22,15,2,0,0,0,0,0,0,0,,0,49,24,307,12.79,2,2,1,41,64.7,,94,,RobeAn00
238,Micheal Spurlock,WR,27,16,1,0,3,0,0,0,0,0,,0,33,17,250,14.71,2,2,1,41,58.0,,93,,SpurMi00
239,Clinton Portis,RB,29,5,5,0,0,0,0,0,54,227,4.20,2,9,5,55,11.00,0,0,,40,45.2,,68,,PortCl00
240,Sidney Rice,WR,24,6,5,0,0,0,0,0,0,0,,0,42,17,280,16.47,2,0,,40,57.0,,96,,RiceSi01
241,Javon Ringer,RB,23,16,0,0,0,0,0,0,51,239,4.69,2,8,7,44,6.29,0,0,,40,47.3,,67,,RingJa00
242,Bernard Scott,RB,26,16,0,0,0,0,0,0,61,299,4.90,1,13,11,60,5.45,0,1,1,40,50.9,,69,,ScotBe00
243,LaRod Stephens-Howling,RB,23,13,2,0,0,0,0,0,23,113,4.91,1,23,16,111,6.94,0,0,,40,56.4,,66,,StepLa00
244,Leon Washington,RB,28,16,0,0,0,0,0,0,27,100,3.70,1,13,9,79,8.78,0,3,1,40,48.9,,70,,WashLe00
245,Ladell Betts,RB,31,8,1,0,0,0,0,0,45,150,3.33,2,31,23,141,6.13,0,1,1,39,62.1,,71,,BettLa00
246,Seyi Ajirotutu,WR,23,10,0,0,0,0,0,0,0,0,,0,23,13,262,20.15,2,0,,38,51.2,,97,,AjirSe00
247,John Carlson,TE,26,15,13,0,0,0,0,0,0,0,,0,58,31,318,10.26,1,0,,38,68.8,,35,,CarlJo00
248,Dexter McCluster,WR,21,11,7,0,0,0,0,0,18,71,3.94,0,39,21,209,9.95,1,2,1,38,59.0,,98,,McClDe00
249,Chansi Stuckey,WR,27,16,5,0,0,0,0,0,3,9,3.00,1,63,40,346,8.65,0,3,2,38,77.5,,99,,StucCh20
250,Danario Alexander,WR,24,8,2,0,0,0,0,0,0,0,,0,37,20,306,15.30,1,0,,37,56.6,,101,,AlexDa00
251,Anthony Dixon,RB,23,16,0,0,0,0,0,0,70,237,3.39,2,5,5,11,2.20,0,0,,37,41.8,,73,,DixoAn00
252,Earnest Graham,RB,30,12,7,1,1,2,1,0,20,99,4.95,1,19,16,130,8.13,1,1,1,37,53.0,,72,,GrahEa00
253,Joe Webb,WR,24,5,2,54,89,477,0,3,18,120,6.67,2,0,0,0,,0,1,,37,37.1,,100,,WebbJo00
254,Charlie Whitehurst,QB,28,6,2,57,99,507,2,3,20,43,2.15,1,0,0,0,,0,2,,37,36.6,,43,,WhitCh02
255,Early Doucet,WR,25,10,5,0,0,0,0,0,2,5,2.50,0,59,26,291,11.19,1,0,,36,61.6,,103,,DoucEa00
256,Jermichael Finley,TE,23,5,5,0,0,0,0,0,0,0,,0,26,21,301,14.33,1,0,,36,57.1,,37,,FinlJe00
257,Evan Moore,TE,25,12,4,0,0,0,0,0,0,0,,0,26,16,322,20.13,1,1,1,36,52.2,,36,,MoorEv00
258,Demaryius Thomas,WR,23,10,2,0,0,0,0,0,2,1,0.50,0,39,22,283,12.86,2,3,2,36,58.4,,102,,ThomDe03
259,Kenneth Darby,RB,28,14,0,0,0,0,0,0,34,107,3.15,2,13,10,61,6.10,1,0,,35,44.8,,74,,DarbKe00
260,Harry Douglas,WR,26,16,4,0,0,0,0,0,2,-5,-2.50,0,53,22,294,13.36,1,0,,35,56.9,,106,,DougHa00
261,Brian Finneran,WR,34,16,1,0,0,0,0,0,0,0,,0,32,19,166,8.74,3,0,,35,53.6,,107,,FinnBr00
262,Antwaan Randle El,WR,31,16,0,2,2,42,2,0,1,2,2.00,0,39,22,253,11.50,0,2,,35,57.2,,105,,RandAn00
263,Brandon Stokley,WR,34,11,0,0,0,0,0,0,0,0,,0,43,31,354,11.42,0,0,,35,66.4,,104,,StokBr00
264,Randy McMichael,TE,31,16,11,0,0,0,0,0,0,0,,0,27,20,221,11.05,2,0,,34,54.1,,38,,McMiRa01
265,Mewelde Moore,RB,28,15,0,0,0,0,0,0,33,99,3.00,0,31,26,205,7.88,0,0,,34,60.4,,75,,MoorMe00
266,David Thomas,TE,27,13,8,0,0,0,0,0,0,0,,0,46,30,219,7.30,2,0,,34,63.9,,39,,ThomDa02
267,Justin Gage,WR,29,11,4,0,0,0,0,0,0,0,,0,43,20,266,13.30,1,0,,33,52.6,,108,,GageJu00
268,Michael Hoomanawanui,TE,22,8,3,0,0,0,0,0,0,0,,0,22,13,146,11.23,3,0,,33,45.6,,41,,HoomMi00
269,Matt Moore,QB,26,6,5,79,143,857,5,10,5,25,5.00,0,0,0,0,,0,4,2,33,32.8,,45,,MoorMa01
270,John Skelton,QB,22,5,4,60,126,662,2,2,10,49,4.90,0,0,0,0,,0,3,1,33,33.4,,44,,SkelJo00
271,Delanie Walker,TE,26,14,8,0,0,0,0,0,3,18,6.00,0,45,29,331,11.41,0,1,1,33,61.9,,40,,WalkHu00
272,Andre Caldwell,WR,25,15,5,0,0,0,0,0,1,-2,-2.00,0,37,25,345,13.80,0,1,1,32,57.3,,109,,CaldAn00
273,Craig Davis,WR,25,7,1,0,0,0,0,0,0,0,,0,39,21,259,12.33,1,0,,32,52.9,,110,,DaviCr00
274,Jason Hill,WR,25,8,1,0,0,0,0,0,0,0,,0,21,11,248,22.55,1,0,,31,41.8,,111,,HillJa00
275,Greg Camarillo,WR,28,16,1,0,0,0,0,0,0,0,,0,34,20,240,12.00,1,0,,30,50.0,,112,,CamaGr00
276,Ted Ginn Jr.,WR,25,13,0,0,0,0,0,0,2,11,5.50,0,35,12,163,13.58,1,1,,29,41.4,,113,,GinnTe00
277,Zach Miller,TE,26,15,5,0,0,0,0,0,2,9,4.50,0,26,20,216,10.80,1,0,,29,48.5,,42,,MillZa02
278,Tyler Thigpen,QB,26,5,1,33,62,435,2,2,13,73,5.62,0,0,0,0,,0,1,,29,28.7,,46,,ThigTy00
279,Derek Hagan,WR,26,7,4,0,0,0,0,0,0,0,,0,43,24,223,9.29,1,0,,28,52.3,,114,,HagaDe00
280,Andrew Quarless,TE,22,13,3,0,0,0,0,0,0,0,,0,33,21,238,11.33,1,1,1,28,48.8,,43,,QuarAn00
281,Billy Bajema,TE,28,13,8,0,0,0,0,0,0,0,,0,24,14,145,10.36,2,1,,27,40.5,,44,,BajeBi00
282,Chris Chambers,WR,32,13,7,0,0,0,0,0,0,0,,0,43,22,213,9.68,1,0,,27,49.3,,116,,ChamCh00
283,Jake Delhomme,QB,35,5,4,93,149,872,2,7,8,-2,-0.25,0,0,0,0,,0,3,1,27,26.7,,47,,DelhJa00
284,Mike Hart,RB,24,7,1,0,0,0,0,0,43,185,4.30,1,6,6,25,4.17,0,0,,27,33.0,,76,,HartMi00
285,Jacob Hester,RB,25,15,7,0,0,0,0,0,26,60,2.31,0,26,22,145,6.59,1,0,,27,48.5,,77,,HestJa00
286,Donald Jones,WR,23,15,5,0,0,0,0,0,3,1,0.33,0,41,18,213,11.83,1,0,,27,45.4,,115,,JoneDo00
287,Martellus Bennett,TE,23,16,11,0,0,0,0,0,0,0,,0,47,33,260,7.88,0,1,,26,59.0,,46,,BennMa00
288,Matt Flynn,QB,25,7,1,40,66,433,3,2,9,26,2.89,0,0,0,0,,0,1,1,26,25.9,,49,,FlynMa00
289,Tarvaris Jackson,QB,27,3,1,34,58,341,3,4,7,63,9.00,0,0,0,0,,0,1,,26,25.9,,48,,JackTa00
290,Julius Jones,RB,29,12,2,0,0,0,0,0,60,223,3.72,0,22,17,59,3.47,0,1,1,26,43.2,,78,,JoneJu01
291,Brian Leonard,RB,26,11,0,0,0,0,0,0,9,61,6.78,0,26,20,137,6.85,1,0,,26,45.8,,79,,LeonBr00
292,Dante Rosario,TE,26,16,6,0,0,0,0,0,1,-2,-2.00,0,58,32,264,8.25,0,0,,26,58.2,,45,,RosaDa00
293,Kevin Smith,RB,24,6,0,0,0,0,0,0,34,133,3.91,0,16,11,123,11.18,0,0,,26,36.6,,80,,SmitKe02
294,Trent Edwards,QB,27,5,3,55,101,521,2,5,14,58,4.14,0,0,0,0,,0,0,,25,24.6,,51,,EdwaTr01
295,Stephen McGee,QB,25,2,1,22,44,238,2,0,13,74,5.69,0,0,0,0,,0,1,,25,24.9,,50,,McGeSt00
296,Mike Sellers,RB,35,16,8,0,0,0,0,0,4,2,0.50,0,40,20,224,11.20,0,0,,25,44.6,,81,,SellMi00
297,Travis Beckum,TE,23,16,2,0,0,0,0,0,0,0,,0,18,13,116,8.92,2,0,,24,36.6,,49,,BeckTr00
298,Bernard Berrian,WR,30,14,9,0,0,0,0,0,1,-8,-8.00,0,54,28,252,9.00,0,2,,24,52.4,,117,,BerrBe00
299,Jeff King,TE,27,16,16,0,0,0,0,0,0,0,,0,32,19,121,6.37,2,0,,24,43.1,,48,,KingJe00
300,Craig Stevens,TE,26,15,13,0,0,0,0,0,0,0,,0,23,11,122,11.09,2,0,,24,35.2,,47,,StevCr00
301,Charlie Batch,QB,36,3,2,29,49,352,3,3,7,30,4.29,0,0,0,0,,0,2,,23,23.1,,52,,BatcCh00
302,Bryant Johnson,WR,29,14,7,0,0,0,0,0,0,0,,0,49,18,210,11.67,0,0,,23,41.0,,120,,JohnBr02
303,Donald Lee,TE,30,15,6,0,0,0,0,0,0,0,,0,12,11,73,6.64,3,1,1,23,34.3,,50,,LeexDo00
304,Golden Tate,WR,22,11,0,0,0,0,0,0,2,4,2.00,0,39,21,227,10.81,0,1,,23,44.1,,119,,TateGo00
305,Kelley Washington,WR,31,8,0,0,0,0,0,0,0,0,,0,14,13,173,13.31,1,0,,23,36.3,,118,,WashKe00
306,John Gilmore,TE,31,16,11,0,0,0,0,0,0,0,,0,18,13,160,12.31,1,0,,22,35.0,,51,,GilmJo00
307,Ruvell Martin,WR,28,5,0,0,0,0,0,0,0,0,,0,9,7,158,22.57,1,0,,22,28.8,,123,,MartRu00
308,Le'Ron McClain,RB,26,15,13,0,0,0,0,0,28,85,3.04,0,26,21,134,6.38,0,0,,22,42.9,,83,,McClLe00
309,Ovie Mughelli*,RB,30,16,6,0,0,0,0,0,13,36,2.77,0,18,13,126,9.69,1,0,,22,35.2,,82,,MughOv00
310,Sammie Stroughter,WR,24,12,4,0,0,0,0,0,1,2,2.00,0,38,24,239,9.96,0,1,1,22,46.1,,122,,StroSa00
311,Damian Williams,WR,22,16,1,0,0,0,0,0,1,5,5.00,0,28,16,219,13.69,0,0,,22,38.4,,121,,WillDa04
312,Antonio Brown,WR,22,9,0,0,0,0,0,0,0,0,,0,19,16,167,10.44,0,1,1,21,36.7,,124,,BrowAn04
313,Patrick Cobbs,RB,27,16,1,0,0,0,0,0,4,0,0.00,0,18,8,91,11.38,2,1,,21,29.1,,84,,CobbPa00
314,Ed Dickson,TE,23,15,3,0,0,0,0,0,0,0,,0,23,11,152,13.82,1,0,,21,32.2,,52,,DickEd00
315,Joe McKnight,RB,22,9,1,0,0,0,0,0,39,189,4.85,0,4,3,20,6.67,0,0,,21,23.9,,85,,McKnJo00
316,Chad Hall,WR,24,8,1,0,0,0,0,0,9,29,3.22,0,18,11,115,10.45,1,0,,20,31.4,,125,,HallCh00
317,Greg Lewis,WR,30,13,5,0,0,0,0,0,0,0,,0,37,17,197,11.59,0,0,,20,36.7,,127,,LewiGr01
318,Marlon Moore,WR,23,9,0,0,0,0,0,0,1,16,16.00,0,19,6,128,21.33,1,0,,20,26.4,,126,,MoorMa02
319,Leonard Pope,TE,27,16,6,0,0,0,0,0,0,0,,0,19,10,76,7.60,2,0,,20,29.6,,53,,PopeLe00
320,Owen Schmitt,RB,25,15,5,0,0,0,0,0,0,0,,0,24,19,136,7.16,1,0,,20,38.6,,86,,SchmOw00
321,Chris Baker,TE,31,16,13,0,0,0,0,0,0,0,,0,19,9,116,12.89,1,0,,18,26.6,,54,,BakeCh00
322,Riley Cooper,WR,23,13,2,0,0,0,0,0,0,0,,0,18,7,116,16.57,1,0,,18,24.6,,129,,CoopRi00
323,Lousaka Polite,RB,29,16,10,0,0,0,0,0,26,62,2.38,1,17,12,61,5.08,0,0,,18,30.3,,87,,PoliLo00
324,Eric Weems*,WR,25,16,4,0,0,0,0,0,0,0,,0,6,6,61,10.17,0,0,,18,24.1,,128,,WeemEr00
325,Lance Ball,RB,25,10,0,0,0,0,0,0,41,158,3.85,0,6,3,16,5.33,0,1,,17,20.4,,88,,BallLa00
326,Mike Bell,RB,27,16,1,0,0,0,0,0,47,99,2.11,0,10,7,67,9.57,0,2,,17,23.6,,90,,BellMi00
327,Alge Crumpler,TE,33,16,10,0,0,0,0,0,0,0,,0,10,6,52,8.67,2,0,,17,23.2,,55,,CrumAl00
328,Joey Galloway,WR,39,10,4,0,0,0,0,0,0,0,,0,38,12,173,14.42,0,0,,17,29.3,,131,,GallJo00
329,Deji Karim,RB,24,11,0,0,0,0,0,0,35,160,4.57,0,7,3,10,3.33,0,4,,17,20.0,,89,,KariDe00
330,Verran Tucker,WR,22,11,2,0,0,0,0,0,0,0,,0,19,6,114,19.00,1,0,,17,23.4,,130,,TuckVe00
331,Terrance Copper,WR,28,16,3,0,0,0,0,0,0,0,,0,28,18,157,8.72,0,0,,16,33.7,,133,,CoppTe00
332,Julian Edelman,WR,24,15,3,0,0,0,0,0,2,14,7.00,0,14,7,86,12.29,0,1,,16,23.0,,132,,EdelJu00
333,Justin Peelle,TE,31,13,8,0,0,0,0,0,0,0,,0,15,10,96,9.60,1,0,,16,25.6,,56,,PeelJu00
334,Dominic Rhodes,RB,31,3,0,0,0,0,0,0,37,172,4.65,0,4,1,4,4.00,0,1,1,16,16.6,,92,,RhodDo00
335,Fred Taylor,RB,34,7,0,0,0,0,0,0,43,155,3.60,0,3,2,6,3.00,0,0,,16,18.1,,91,,TaylFr00
336,Devin Aromashodu,WR,26,14,2,0,0,0,0,0,0,0,,0,24,10,149,14.90,0,0,,15,24.9,,135,,AromDe00
337,Dezmon Briscoe,WR,21,2,0,0,0,0,0,0,0,0,,0,7,6,93,15.50,1,0,,15,21.3,,134,,BrisDe00
338,Eric Decker,WR,23,14,0,0,0,0,0,0,0,0,,0,8,6,106,17.67,1,3,1,15,20.6,,136,,DeckEr00
339,Daniel Graham,TE,32,16,16,0,0,0,0,0,0,0,,0,37,18,148,8.22,0,1,,15,32.8,,57,,GrahDa00
340,Jim Kleinsasser,TE,33,16,7,0,0,0,0,0,0,0,,0,21,17,148,8.71,0,0,,15,31.8,,58,,KleiJi00
341,Todd Bouman,QB,38,1,1,18,34,222,2,2,2,8,4.00,0,0,0,0,,0,0,,14,13.7,,53,,BoumTo00
342,Naaman Roosevelt,WR,23,6,1,0,0,0,0,0,1,3,3.00,0,17,9,139,15.44,0,0,,14,23.2,,137,,RoosNa00
343,Matt Spaeth,TE,27,14,13,0,0,0,0,0,0,0,,0,18,9,80,8.89,1,0,,14,23.0,,59,,SpaeMa00
344,Maurice Stovall,WR,25,12,1,0,0,0,0,0,0,0,,0,9,7,81,11.57,1,0,,14,21.1,,138,,StovMa00
345,Tyrell Sutton,RB,24,9,0,0,0,0,0,0,13,71,5.46,0,12,12,70,5.83,0,0,,14,26.1,,93,,SuttTy00
346,Danny Ware,RB,25,14,0,0,0,0,0,0,20,73,3.65,0,9,7,67,9.57,0,0,,14,21.0,,94,,WareDa00
347,Clay Harbor,TE,23,9,6,0,0,0,0,0,0,0,,0,15,9,72,8.00,1,0,,13,22.2,,60,,HarbCl00
348,Spencer Larsen,RB,26,11,5,0,0,0,0,0,3,18,6.00,0,5,5,51,10.20,1,0,,13,17.9,,96,,LarsSp99
349,Sammy Morris,RB,33,16,0,0,0,0,0,0,20,56,2.80,0,12,7,77,11.00,0,1,,13,20.3,,95,,MorrSa00
350,Dimitri Nance,RB,22,12,0,0,0,0,0,0,36,95,2.64,0,4,3,30,10.00,0,0,,13,15.5,,98,,NancDi00
351,Michael Robinson,RB,27,11,4,1,1,28,0,0,12,77,6.42,0,13,8,37,4.63,0,0,,13,20.5,,97,,RobiMi00
352,David Anderson,WR,27,12,1,0,0,0,0,0,0,0,,0,18,11,117,10.64,0,0,,12,22.7,,142,,AndeDa01
353,Jackie Battle,RB,27,16,0,0,0,0,0,0,20,50,2.50,1,3,1,9,9.00,0,0,,12,12.9,,100,,BattJa00
354,David Clowney,WR,25,13,0,0,0,0,0,0,0,0,,0,16,7,124,17.71,0,0,,12,19.4,,139,,ClowDa00
355,Sam Hurd,WR,25,15,1,0,0,0,0,0,0,0,,0,23,14,120,8.57,0,0,,12,26.0,,140,,HurdSa00
356,Laurence Maroney,RB,25,4,3,0,0,0,0,0,36,74,2.06,0,7,4,50,12.50,0,1,,12,16.4,,99,,MaroLa00
357,Cameron Morrah,TE,23,15,3,0,0,0,0,0,0,0,,0,18,9,117,13.00,0,0,,12,20.7,,62,,MorrCa00
358,Kassim Osgood,WR,30,16,3,0,0,0,0,0,0,0,,0,16,6,60,10.00,1,0,,12,18.0,,141,,OsgoKa00
359,Ben Patrick,TE,26,15,7,0,0,0,0,0,0,0,,0,18,15,123,8.20,0,1,,12,27.3,,61,,PatrBe00
360,Robert Royal,TE,31,15,4,0,0,0,0,0,0,0,,0,12,5,56,11.20,1,0,,12,16.6,,63,,RoyaRo00
361,James Starks,RB,24,3,0,0,0,0,0,0,29,101,3.48,0,4,2,15,7.50,0,0,,12,13.6,,101,,StarJa00
362,Mark Brunell,QB,40,2,0,7,13,117,2,1,0,0,,0,0,0,0,,0,0,,11,10.7,,54,,BrunMa00
363,John Conner,RB,23,16,0,0,0,0,0,0,8,44,5.50,1,4,2,9,4.50,0,0,,11,13.3,,102,,ConnJo00
364,James Davis,RB,24,7,0,0,0,0,0,0,19,60,3.16,0,5,4,45,11.25,0,0,,11,14.5,,106,,DaviJa03
365,Kevin Faulk,RB,34,2,2,0,0,0,0,0,8,45,5.63,0,10,6,62,10.33,0,0,,11,16.7,,105,,FaulKe00
366,Jerome Felton,RB,24,16,2,0,0,0,0,0,22,76,3.45,0,15,8,54,6.75,0,1,1,11,19.0,,104,,FeltJe00
367,Chris Gronkowski,RB,24,14,7,0,0,0,0,0,5,17,3.40,0,14,7,35,5.00,1,0,,11,18.2,,103,,GronCh00
368,Donte' Stallworth,WR,30,8,0,0,0,0,0,0,5,45,9.00,0,5,2,82,41.00,0,1,1,11,12.7,,145,,StalDo00
369,Jonathan Stupar,TE,26,16,3,0,0,0,0,0,0,0,,0,13,12,111,9.25,0,1,,11,23.1,,64,,StupJo00
370,Tiquan Underwood,WR,23,10,0,0,0,0,0,0,0,0,,0,22,8,111,13.88,0,0,,11,19.1,,143,,UndeTi00
371,Roydell Williams,WR,29,16,0,0,0,0,0,0,0,0,,0,18,8,109,13.63,0,0,,11,18.9,,144,,WillRo05
372,Aaron Brown,RB,25,6,0,0,0,0,0,0,17,58,3.41,0,13,8,45,5.63,0,0,,10,18.3,,108,,BrowAa00
373,James Casey,RB,26,16,4,0,0,0,0,0,0,0,,0,14,8,98,12.25,0,0,,10,17.8,,112,,CaseJa00
374,Heath Evans,RB,32,16,6,0,0,0,0,0,2,2,1.00,0,11,7,41,5.86,1,0,,10,17.3,,109,,EvanHe00
375,Ahmard Hall,RB,31,16,4,0,0,0,0,0,1,1,1.00,0,20,15,100,6.67,0,0,,10,25.1,,110,,HallAh00
376,Will Heller,TE,29,16,5,0,0,0,0,0,0,0,,0,5,4,37,9.25,1,0,,10,13.7,,67,,HellWi00
377,Johnnie Lee Higgins,WR,27,13,1,0,0,0,0,0,0,0,,0,30,10,103,10.30,0,0,,10,20.3,,146,,HiggJo00
378,Max Komar,WR,23,8,0,0,0,0,0,0,0,0,,0,22,12,117,9.75,0,3,1,10,21.7,,151,,KomaMa00
379,Stefan Logan,RB,29,16,0,0,1,0,0,0,15,95,6.33,0,1,0,0,,0,3,3,10,9.5,,113,,LogaSt00
380,Brandon Manumaleuna,TE,30,16,13,0,0,0,0,0,0,0,,0,7,5,43,8.60,1,0,,10,15.3,,65,,ManuBr00
381,Marc Mariani*,,23,16,0,0,0,0,0,0,0,0,,0,2,0,0,,0,3,1,10,10.0,,148,,MariMa00
382,David Martin,TE,31,16,9,0,0,0,0,0,0,0,,0,8,7,43,6.14,1,0,,10,17.3,,66,,MartDa00
383,Chaz Schilens,WR,25,5,0,0,0,0,0,0,0,0,,0,9,5,40,8.00,1,0,,10,15.0,,149,,SchiCh00
384,Steve Slaton,RB,24,12,1,0,0,0,0,0,19,93,4.89,0,4,3,11,3.67,0,0,,10,13.4,,107,,SlatSt00
385,Naufahu Tahi,RB,29,15,7,0,0,0,0,0,1,1,1.00,0,6,6,39,6.50,1,0,,10,16.0,,111,,TahiNa00
386,Stephen Williams,WR,24,11,3,0,0,0,0,0,0,0,,0,23,9,101,11.22,0,0,,10,19.1,,147,,WillSt01
