Rank,Player Name,Position,Age,Games,Games Started,Passing Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Passing Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing Touchdowns,Receiving Targets,Receiving Receptions,Receiving Yards,Receiving Y/R,Receiving TD,Fumbles,Fumbles Lost,Fantasy Points,Fantasy PPR,Fantasy VBD,Fantasy Position Rank,Fantasy Overall Rank,additional
189,Daryl Richardson,RB,22,16,0,0,0,0,0,0,98,475,4.85,0,36,24,163,6.79,0,3,2,62,85.8,,52,,RichDa00
190,Shane Vereen,RB,23,13,1,0,0,0,0,0,62,251,4.05,3,13,8,149,18.63,1,1,1,62,70.0,,51,,VereSh00
191,Greg Jennings,WR,29,8,5,0,0,0,0,0,0,0,,0,62,36,366,10.17,4,0,0,61,96.6,,75,,JennGr00
192,Randy Moss,WR,35,16,2,0,0,0,0,0,0,0,,0,50,28,434,15.50,3,1,0,61,89.4,,74,,MossRa00
193,Jonathan Stewart,RB,25,9,6,0,0,0,0,0,93,336,3.61,1,23,17,157,9.24,1,2,0,61,78.3,,53,,StewJo00
194,Donald Brown,RB,25,10,4,0,0,0,0,0,108,417,3.86,1,13,9,93,10.33,0,0,0,59,68.0,,55,,BrowDo00
195,Ronnie Brown,RB,31,14,1,0,0,0,0,0,46,220,4.78,0,59,49,371,7.57,0,0,0,59,108.1,,54,,BrowRo05
196,Alex Green,RB,24,12,4,0,0,0,0,0,135,464,3.44,0,30,18,125,6.94,0,1,0,59,76.9,,56,,GreeAl00
197,Michael Jenkins,WR,30,16,8,0,0,0,0,0,0,0,,0,72,40,449,11.23,2,0,0,57,96.9,,76,,JenkMi00
198,Julian Edelman,WR,26,9,3,0,0,0,0,0,4,45,11.25,0,32,21,235,11.19,3,1,1,56,77.0,,77,,EdelJu00
199,Zach Miller,TE,27,16,15,0,0,0,0,0,0,0,,0,53,38,396,10.42,3,1,1,56,93.6,,30,,MillZa01
200,Joe Morgan,WR,24,14,5,0,0,0,0,0,1,1,1.00,0,21,10,379,37.90,3,0,0,56,66.0,,78,,MorgJo01
201,Tony Scheffler,TE,29,15,4,0,0,0,0,0,0,0,,0,85,42,504,12.00,1,0,0,56,98.4,,29,,ScheTo00
202,Doug Baldwin,WR,24,14,4,0,0,0,0,0,0,0,,0,50,29,366,12.62,3,0,0,55,83.6,,81,,BaldDo00
203,Alshon Jeffery,WR,22,10,6,0,0,0,0,0,0,0,,0,48,24,367,15.29,3,0,0,55,78.7,,80,,JeffAl00
204,Mario Manningham,WR,26,12,10,0,0,0,0,0,3,64,21.33,0,57,42,449,10.69,1,2,1,55,97.3,,79,,MannMa01
205,Tiquan Underwood,WR,25,14,3,0,0,0,0,0,1,1,1.00,0,55,28,425,15.18,2,0,0,55,82.6,,82,,UndeTi00
206,Jeff Cumberland,TE,25,15,12,0,0,0,0,0,0,0,,0,53,29,359,12.38,3,0,0,54,82.9,,31,,CumbJe00
207,Dexter McCluster,RB,23,16,6,0,0,0,0,0,12,70,5.83,0,77,52,452,8.69,1,2,2,54,106.2,,57,,McClDe00
208,Robert Turbin,RB,23,16,0,0,0,0,0,0,80,354,4.43,0,23,19,181,9.53,0,0,0,54,72.5,,59,,TurbRo00
209,Beanie Wells,RB,24,8,7,0,0,0,0,0,88,234,2.66,5,1,1,24,24.00,0,1,1,54,54.8,,58,,WellCh00
210,Kendall Hunter,RB,24,11,0,0,0,0,0,0,72,371,5.15,2,12,9,60,6.67,0,1,1,53,62.1,,61,,HuntKe00
211,Rashad Jennings,RB,27,10,6,0,0,0,0,0,101,283,2.80,2,26,19,130,6.84,0,3,1,53,72.3,,60,,JennRa00
212,Travis Benjamin,WR,23,14,3,0,0,0,0,0,6,66,11.00,0,37,18,298,16.56,2,1,1,52,70.4,,83,,BenjTr00
213,James Casey,RB,28,16,9,0,0,0,0,0,1,6,6.00,0,45,34,330,9.71,3,0,0,52,85.6,,62,,CaseJa00
214,Tony Moeaki,TE,25,15,14,0,0,0,0,0,0,0,,0,56,33,453,13.73,1,0,0,51,84.3,,32,,MoeaTo00
215,Earl Bennett,WR,25,12,4,0,0,0,0,0,0,0,,0,49,29,375,12.93,2,0,0,50,78.5,,85,,BennEa00
216,Austin Pettis,WR,24,14,2,0,0,0,0,0,0,0,,0,48,30,261,8.70,4,0,0,50,80.1,,84,,PettAu00
217,Delanie Walker,TE,28,16,4,0,0,0,0,0,0,0,,0,39,21,344,16.38,3,1,1,50,71.4,,33,,WalkHu00
218,Shaun Draughn,RB,25,16,0,0,0,0,0,0,59,233,3.95,2,30,24,158,6.58,0,2,1,49,73.1,,63,,DrauSh00
219,Brad Smith,WR,29,15,2,0,1,0,0,1,14,116,8.29,1,22,14,152,10.86,2,1,0,49,62.8,,86,,SmitBr01
220,Mike Goodson,RB,25,12,0,0,0,0,0,0,35,221,6.31,0,16,16,195,12.19,1,0,0,48,63.6,,64,,GoodMi00
221,Rueben Randle,WR,21,16,1,0,0,0,0,0,0,0,,0,32,19,298,15.68,3,1,0,48,66.8,,87,,RandRu00
222,Mohamed Sanu,QB,23,9,3,1,1,73,1,0,5,15,3.00,0,25,16,154,9.63,4,0,0,48,63.8,,37,,SanuMo00
223,Justin Forsett,RB,27,16,0,0,0,0,0,0,63,374,5.94,1,5,3,38,12.67,0,0,0,47,50.2,,65,,ForsJu00
224,Anthony McCoy,TE,25,16,5,0,0,0,0,0,0,0,,0,28,18,291,16.17,3,0,0,47,65.1,,34,,McCoAn00
225,Harry Douglas,WR,28,15,1,0,0,0,0,0,2,4,2.00,0,59,38,395,10.39,1,1,0,46,83.9,,88,,DougHa00
226,Louis Murphy,WR,25,16,5,0,0,0,0,0,1,3,3.00,0,61,25,336,13.44,1,1,0,46,70.9,,89,,MurpLo00
227,Garrett Graham,RB,26,15,9,0,0,0,0,0,0,0,,0,39,28,263,9.39,3,0,0,44,72.3,,66,,GrahGa00
228,Dustin Keller,TE,28,8,5,0,0,0,0,0,0,0,,0,36,28,317,11.32,2,0,0,44,71.7,,35,,KellDu00
229,Brady Quinn,QB,28,10,8,112,197,1141,2,8,19,66,3.47,0,1,0,0,,0,1,0,44,44.2,,38,,QuinBr00
230,Jarius Wright,WR,23,7,1,0,0,0,0,0,2,11,5.50,0,36,22,310,14.09,2,0,0,44,66.1,,90,,WrigJa02
231,Ryan Broyles,WR,24,10,3,0,0,0,0,0,0,0,,0,32,22,310,14.09,2,0,0,43,65.0,,93,,BroyRy00
232,Nate Burleson,WR,31,6,5,0,0,0,0,0,8,48,6.00,0,43,27,240,8.89,2,0,0,43,69.8,,94,,BurlNa00
233,Riley Cooper,WR,25,11,5,0,0,0,0,0,0,0,,0,47,23,248,10.78,3,0,0,43,65.8,,95,,CoopRi00
234,Ronnie Hillman,RB,21,14,0,0,0,0,0,0,85,330,3.88,1,12,10,62,6.20,0,2,1,43,53.2,,67,,HillRo00
235,Stephen Hill,WR,21,11,8,0,0,0,0,0,0,0,,0,47,21,252,12.00,3,0,0,43,64.2,,91,,HillSt00
236,Aldrick Robinson,WR,24,15,2,0,0,0,0,0,1,14,14.00,0,19,11,237,21.55,3,0,0,43,54.1,,92,,RobiAl00
237,Ben Tate,RB,24,11,0,0,0,0,0,0,65,279,4.29,2,11,11,49,4.45,0,1,1,43,53.8,,68,,TateBe00
238,Rob Housler,TE,24,15,9,0,0,0,0,0,0,0,,0,68,45,417,9.27,0,0,0,42,86.7,,36,,HousRo01
239,Cedric Benson,RB,30,5,5,0,0,0,0,0,71,248,3.49,1,15,14,97,6.93,0,1,0,41,54.5,,69,,BensCe00
240,Brandon Bolden,RB,22,10,0,0,0,0,0,0,56,274,4.89,2,2,2,11,5.50,0,0,0,41,42.5,,70,,BoldBr00
241,Coby Fleener,TE,24,12,10,0,0,0,0,0,0,0,,0,48,26,281,10.81,2,0,0,40,66.1,,37,,FleeCo00
242,Montell Owens,RB,28,13,4,0,0,0,0,0,42,209,4.98,1,10,8,113,14.13,0,0,0,40,48.2,,72,,OwenMo01
243,Cedric Peerman,RB,26,14,1,0,0,0,0,0,36,258,7.17,1,9,9,85,9.44,0,0,0,40,49.3,,71,,PeerCe00
244,Jonathan Baldwin,WR,23,15,7,0,0,0,0,0,0,0,,0,47,20,325,16.25,1,0,0,39,58.5,,99,,BaldJo00
245,T.J. Graham,WR,23,15,11,0,0,0,0,0,1,5,5.00,0,58,31,322,10.39,1,0,0,39,69.7,,98,,GrahT.00
246,Devery Henderson,WR,30,15,9,0,0,0,0,0,1,13,13.00,0,47,22,316,14.36,1,1,0,39,60.9,,96,,HendDe00
247,Peyton Hillis,RB,26,13,2,0,1,0,0,0,85,309,3.64,1,14,10,62,6.20,0,2,2,39,49.1,,73,,HillPe00
248,Chaz Schilens,WR,27,15,6,0,0,0,0,0,0,0,,0,41,28,289,10.32,2,1,1,39,66.9,,97,,SchiCh00
249,Tom Crabtree,TE,27,14,6,0,0,0,0,0,0,0,,0,12,8,203,25.38,3,0,0,38,46.3,,38,,CrabTo00
250,Micheal Spurlock,WR,29,14,1,0,0,0,0,0,0,0,,0,29,23,200,8.70,1,1,0,38,61.0,,100,,SpurMi00
251,Logan Paulsen,TE,25,16,10,0,0,0,0,0,0,0,,0,38,25,308,12.32,1,0,0,37,61.8,,39,,PaulLo00
252,Dwayne Harris,WR,25,16,0,0,0,0,0,0,0,0,,0,31,17,222,13.06,1,1,0,36,53.2,,101,,HarrDw00
253,Lamar Miller,RB,21,13,1,0,0,0,0,0,51,250,4.90,1,8,6,45,7.50,0,0,0,36,41.5,,74,,MillLa01
254,Montario Hardesty,RB,25,13,1,0,0,0,0,0,65,271,4.17,1,5,2,16,8.00,0,2,0,35,36.7,,77,,HardMo00
255,Chris Ivory,RB,24,6,2,0,0,0,0,0,40,217,5.43,2,3,2,15,7.50,0,0,0,35,37.2,,75,,IvorCh00
256,William Powell,RB,24,13,1,0,0,0,0,0,60,217,3.62,0,25,19,132,6.95,0,2,0,35,53.9,,76,,PoweWi00
257,James Starks,RB,26,6,2,0,0,0,0,0,71,255,3.59,1,6,4,31,7.75,0,1,0,35,38.6,,78,,StarJa00
258,Toby Gerhart,RB,25,16,0,0,0,0,0,0,50,169,3.38,1,27,20,155,7.75,0,2,2,34,54.4,,79,,GerhTo00
259,Craig Stevens,TE,28,15,15,0,0,0,0,0,0,0,,0,33,23,275,11.96,1,2,0,34,56.5,,40,,StevCr00
260,Charles Clay,TE,23,14,9,0,0,0,0,0,0,0,,0,33,18,212,11.78,2,0,0,33,51.2,,41,,ClayCh00
261,Kirk Cousins,QB,24,3,1,33,48,466,4,3,3,22,7.33,0,0,0,0,,0,1,0,33,32.8,,39,,CousKi00
262,Fred Davis,TE,26,7,7,0,0,0,0,0,1,1,1.00,0,31,24,325,13.54,0,0,0,33,56.6,,43,,DaviFr01
263,Kellen Davis,TE,27,16,15,0,0,0,0,0,0,0,,0,44,19,229,12.05,2,1,1,33,51.9,,42,,DaviKe01
264,Kevin Smith,RB,26,12,2,0,0,0,0,0,37,134,3.62,1,16,10,79,7.90,1,0,0,33,43.3,,80,,SmitKe02
265,David Thomas,TE,29,15,7,0,0,0,0,0,0,0,,0,17,11,86,7.82,4,0,0,33,43.6,,44,,ThomDa02
266,Lance Ball,RB,27,15,0,0,0,0,0,0,42,158,3.76,1,12,7,61,8.71,1,1,1,32,38.9,,81,,BallLa00
267,Armon Binns,WR,23,11,5,0,0,0,0,0,0,0,,0,40,24,277,11.54,1,1,1,32,55.7,,104,,BinnAr00
268,Delone Carter,RB,25,10,0,0,0,0,0,0,32,122,3.81,3,2,1,13,13.00,0,1,0,32,32.5,,83,,CartDe01
269,Robert Meachem,WR,28,15,3,0,0,0,0,0,1,-6,-6.00,0,32,14,207,14.79,2,0,0,32,46.1,,103,,MeacRo00
270,Eddie Royal,WR,26,10,2,0,0,0,0,0,3,22,7.33,0,44,23,234,10.17,1,1,0,32,54.6,,105,,RoyaEd00
271,Evan Royster,RB,25,16,0,0,0,0,0,0,23,88,3.83,2,23,15,109,7.27,0,0,0,32,46.7,,82,,RoysEv00
272,John Skelton,QB,24,7,6,109,201,1132,2,9,4,5,1.25,0,0,0,0,,0,4,2,32,31.8,,40,,SkelJo00
273,Damian Williams,WR,24,13,2,0,0,0,0,0,0,0,,0,45,30,324,10.80,0,0,0,32,62.4,,102,,WillDa04
274,Devin Hester,WR,30,15,5,0,0,0,0,0,3,6,2.00,0,40,23,242,10.52,1,1,0,31,53.8,,107,,HestDe99
275,Santonio Holmes,WR,28,4,4,0,0,0,0,0,0,0,,0,41,20,272,13.60,1,1,1,31,51.2,,106,,HolmSa00
276,Marvin Jones,WR,22,11,5,0,0,0,0,0,3,47,15.67,0,32,18,201,11.17,1,0,0,31,48.8,,108,,JoneMa02
277,Jason Snelling,RB,29,16,2,0,0,0,0,0,18,63,3.50,0,35,31,203,6.55,1,1,1,31,61.6,,84,,SnelJa00
278,Michael Robinson,RB,29,16,6,0,0,0,0,0,12,49,4.08,0,15,13,126,9.69,2,0,0,30,42.5,,85,,RobiMi00
279,Jordan Cameron,TE,24,14,6,0,0,0,0,0,0,0,,0,40,20,226,11.30,1,0,0,29,48.6,,45,,CameJo00
280,Clay Harbor,TE,25,14,9,0,0,0,0,0,0,0,,0,39,25,186,7.44,2,1,1,29,53.6,,46,,HarbCl00
281,DuJuan Harris,RB,24,4,2,0,0,0,0,0,34,157,4.62,2,2,2,17,8.50,0,0,0,29,31.4,,86,,HarrDu01
282,Damaris Johnson,WR,23,14,1,0,0,0,0,0,3,12,4.00,0,31,19,256,13.47,0,2,2,29,47.8,,110,,JohnDa04
283,Kyle Williams,WR,24,11,3,0,0,0,0,0,4,21,5.25,0,22,14,212,15.14,1,1,0,29,43.3,,109,,WillKy01
284,Darrel Young,RB,25,16,8,0,0,0,0,0,14,60,4.29,0,9,8,109,13.63,2,0,0,29,36.9,,87,,YounDa01
285,Rashard Mendenhall,RB,25,6,4,0,0,0,0,0,51,182,3.57,0,10,9,62,6.89,1,3,1,28,37.4,,88,,MendRa00
286,Brian Quick,WR,23,15,1,0,0,0,0,0,0,0,,0,27,11,156,14.18,2,0,0,28,38.6,,112,,QuicBr00
287,Jordan Shipley,WR,27,7,2,0,0,0,0,0,0,0,,0,39,23,244,10.61,1,1,1,28,51.4,,111,,ShipJo00
288,LeGarrette Blount,RB,26,13,0,0,0,0,0,0,41,151,3.68,2,2,1,2,2.00,0,0,0,27,28.3,,89,,BlouLe00
289,Ryan Grant,RB,30,5,1,0,0,0,0,0,32,132,4.13,2,2,1,34,34.00,0,1,1,27,27.6,,92,,GranRy00
290,John Kuhn,RB,30,14,3,0,0,0,0,0,23,63,2.74,1,18,15,148,9.87,0,0,0,27,42.1,,91,,KuhnJo00
291,Jorvorskie Lane,RB,25,16,5,0,0,0,0,0,13,13,1.00,2,12,11,79,7.18,1,3,1,27,38.2,,90,,LaneJo00
292,Tashard Choice,RB,28,12,0,0,0,0,0,0,47,193,4.11,1,9,4,9,2.25,0,0,0,26,30.2,,93,,ChoiTa00
293,Braylon Edwards,WR,29,13,4,0,0,0,0,0,0,0,,0,35,18,199,11.06,1,0,0,26,43.9,,113,,EdwaBr00
294,Derek Hagan,WR,28,14,2,0,0,0,0,0,0,0,,0,36,20,259,12.95,0,0,0,26,45.9,,114,,HagaDe00
295,Terrelle Pryor,QB,23,3,1,14,30,155,2,1,10,51,5.10,1,1,1,22,22.00,0,0,0,26,26.5,,41,,PryoTe00
296,Chris Rainey,RB,24,16,0,0,0,0,0,0,26,102,3.92,2,22,14,60,4.29,0,4,1,26,40.2,,94,,RainCh00
297,Dante Rosario,TE,28,13,2,0,0,0,0,0,0,0,,0,18,10,95,9.50,3,1,1,26,35.5,,47,,RosaDa00
298,Mohamed Massaquoi,WR,26,9,5,0,0,0,0,0,0,0,,0,33,17,254,14.94,0,0,0,25,42.4,,115,,MassMo00
299,Darius Reynaud,RB,28,16,0,0,0,0,0,0,16,33,2.06,0,10,5,35,7.00,0,1,0,25,29.8,,95,,ReynDa00
300,Jerome Simpson,WR,26,12,10,0,0,0,0,0,0,0,,0,52,26,274,10.54,0,2,1,25,51.4,,116,,SimpJe00
301,Brandon Tate,WR,25,16,3,0,0,0,0,0,1,0,0.00,0,25,13,211,16.23,1,4,1,25,38.1,,117,,TateBr00
302,Clyde Gates,WR,26,11,2,0,0,0,0,0,1,12,12.00,0,33,16,224,14.00,0,0,0,24,39.6,,118,,GateCl00
303,Vonta Leach*+,RB,31,16,13,0,0,0,0,0,9,32,3.56,1,24,21,143,6.81,0,0,0,24,44.5,,97,,LeacVo00
304,Joe McKnight,RB,24,15,0,0,0,0,0,0,30,179,5.97,0,2,1,18,18.00,0,3,1,24,24.7,,96,,McKnJo00
305,LaVon Brazill,WR,23,15,0,0,0,0,0,0,0,0,,0,24,11,186,16.91,1,1,1,23,33.6,,121,,BrazLa00
306,Juron Criner,WR,23,12,0,0,0,0,0,0,0,0,,0,33,16,151,9.44,1,1,0,23,39.1,,120,,CrinJu00
307,Ed Dickson,TE,25,13,11,0,0,0,0,0,0,0,,0,33,21,225,10.71,0,0,0,23,43.5,,48,,DickEd00
308,Laurent Robinson,WR,27,7,4,0,0,0,0,0,0,0,,0,43,24,252,10.50,0,1,1,23,47.2,,119,,RobiLa01
309,Luke Stocker,TE,24,16,11,0,0,0,0,0,0,0,,0,27,16,165,10.31,1,0,0,23,38.5,,49,,StocLu00
310,Mike Thomas,WR,25,16,4,0,0,0,0,0,7,57,8.14,0,40,18,108,6.00,1,1,0,23,40.5,,122,,ThomMi01
311,Ramses Barden,WR,26,12,1,0,0,0,0,0,0,0,,0,21,14,220,15.71,0,0,0,22,36.0,,123,,BardRa00
312,Early Doucet,WR,27,12,3,0,0,0,0,0,2,9,4.50,0,53,28,207,7.39,0,0,0,22,49.6,,124,,DoucEa00
313,Jamie Harper,RB,23,10,0,0,0,0,0,0,19,30,1.58,3,1,1,8,8.00,0,0,0,22,22.8,,98,,HarpJa01
314,Jerricho Cotchery,WR,30,14,2,0,0,0,0,0,0,0,,0,27,17,205,12.06,0,0,0,21,37.5,,126,,CotcJe00
315,Will Heller,TE,31,16,5,0,0,0,0,0,0,0,,0,23,17,150,8.82,1,0,0,21,38.0,,51,,HellWi00
316,Jacob Hester,RB,27,3,0,0,0,0,0,0,17,81,4.76,2,1,1,7,7.00,0,0,0,21,21.8,,100,,HestJa00
317,Lestar Jean,WR,24,14,1,0,0,0,0,0,0,0,,0,12,6,151,25.17,1,0,0,21,27.1,,125,,JeanLe01
318,Niles Paul,TE,23,16,4,0,0,0,0,0,1,-1,-1.00,0,15,8,152,19.00,1,1,0,21,29.1,,50,,PaulNi00
319,Leon Washington*,RB,30,16,0,0,0,0,0,0,23,83,3.61,1,8,4,31,7.75,0,2,1,21,25.4,,99,,WashLe00
320,Armando Allen,RB,23,15,0,0,0,0,0,0,27,124,4.59,1,3,2,16,8.00,0,0,0,20,22.0,,103,,AlleAr00
321,Anthony Dixon,RB,25,16,0,0,0,0,0,0,21,78,3.71,2,0,0,0,,0,0,0,20,19.8,,104,,DixoAn00
322,Donald Driver,WR,37,13,1,0,0,0,0,0,0,0,,0,13,8,77,9.63,2,0,0,20,27.7,,128,,DrivDo00
323,Will Johnson,RB,23,16,7,0,0,0,0,0,2,7,3.50,0,26,15,137,9.13,1,0,0,20,35.4,,101,,JohnWi00
324,Keshawn Martin,WR,22,16,1,0,0,0,0,0,4,53,13.25,0,28,10,85,8.50,1,1,0,20,29.8,,127,,MartKe01
325,Chris Ogbonnaya,RB,26,15,1,0,0,0,0,0,8,30,3.75,0,32,24,187,7.79,0,1,1,20,43.7,,105,,OgboCh00
326,Jalen Parmele,RB,27,11,2,0,0,0,0,0,40,143,3.58,0,9,7,60,8.57,0,0,0,20,27.3,,102,,ParmJa00
327,Curtis Brinkley,RB,27,10,1,0,0,0,0,0,39,115,2.95,0,15,12,77,6.42,0,1,0,19,31.2,,106,,BrinCu00
328,Kris Durham,WR,24,4,3,0,0,0,0,0,0,0,,0,21,8,125,15.63,1,0,0,19,26.5,,129,,DurhKr00
329,Marlon Moore,WR,25,14,2,0,0,0,0,0,1,9,9.00,0,9,6,116,19.33,1,0,0,19,24.5,,130,,MoorMa02
330,Devin Aromashodu,WR,28,15,0,0,0,0,0,0,0,0,,0,22,11,182,16.55,0,0,0,18,29.2,,132,,AromDe00
331,Tandon Doss,WR,23,14,0,0,0,0,0,0,0,0,,0,17,7,123,17.57,1,0,0,18,25.3,,131,,DossTa00
332,Byron Leftwich,QB,32,2,1,25,53,272,0,1,1,31,31.00,1,0,0,0,,0,1,0,18,18.0,,43,,LeftBy00
333,Tyrod Taylor,QB,23,7,0,17,29,179,0,1,14,73,5.21,1,0,0,0,,0,0,0,18,18.5,,42,,TaylTy00
334,Jason Campbell,QB,31,6,1,32,51,265,2,2,7,28,4.00,0,0,0,0,,0,2,0,17,17.4,,44,,CampJa00
335,Jed Collins,RB,26,15,7,0,0,0,0,0,0,0,,0,16,14,70,5.00,2,1,1,17,31.0,,108,,CollJe01
336,Brian Leonard,RB,28,15,0,0,0,0,0,0,33,106,3.21,0,15,11,67,6.09,0,0,0,17,28.3,,107,,LeonBr00
337,Ryan Williams,RB,22,5,3,0,0,0,0,0,58,164,2.83,0,10,7,44,6.29,0,2,2,17,23.8,,109,,WillRy00
338,Jeremy Stewart,RB,23,4,0,0,0,0,0,0,25,101,4.04,0,8,8,62,7.75,0,0,0,16,24.3,,110,,StewJe00
339,Charlie Batch,QB,38,2,2,45,70,475,1,4,0,0,,0,0,0,0,,0,1,0,15,15.0,,45,,BatcCh00
340,Deion Branch,WR,33,10,4,0,0,0,0,0,0,0,,0,29,16,145,9.06,0,0,0,15,30.5,,133,,BranDe00
341,Shaun Hill,QB,32,1,0,10,13,172,2,0,1,-1,-1.00,0,0,0,0,,0,0,0,15,14.8,,46,,HillSh00
342,LaMichael James,RB,23,4,0,0,0,0,0,0,27,125,4.63,0,5,3,29,9.67,0,1,0,15,18.4,,111,,JameLa00
343,Dion Lewis,RB,22,9,0,0,0,0,0,0,13,69,5.31,1,2,2,24,12.00,0,0,0,15,17.3,,112,,LewiDi00
344,Rishard Matthews,TE,23,8,1,0,0,0,0,0,0,0,,0,20,11,151,13.73,0,0,0,15,26.1,,52,,MattRi00
345,Danny Ware,RB,27,16,1,0,0,0,0,0,11,51,4.64,0,20,14,100,7.14,0,0,0,15,29.1,,113,,WareDa00
346,Gary Barnidge,TE,27,16,5,0,0,0,0,0,0,0,,0,6,6,78,13.00,1,0,0,14,19.8,,54,,BarnGa01
347,Baron Batch,RB,25,12,0,0,0,0,0,0,25,49,1.96,1,5,4,31,7.75,0,0,0,14,18.0,,115,,BatcBa00
348,Brian Hoyer,QB,27,2,1,30,53,330,1,2,1,6,6.00,0,0,0,0,,0,1,0,14,13.8,,47,,HoyeBr00
349,Erik Lorig,RB,26,16,7,0,0,0,0,0,0,0,,0,19,12,83,6.92,1,0,0,14,26.3,,114,,LoriEr99
350,Mewelde Moore,RB,30,9,0,0,0,0,0,0,13,20,1.54,0,8,6,77,12.83,1,1,1,14,19.7,,116,,MoorMe00
351,Matthew Mulligan,TE,27,16,9,0,0,0,0,0,0,0,,0,12,8,84,10.50,1,0,0,14,22.4,,53,,MullMa00
352,Jordan Norwood,WR,26,2,0,0,0,0,0,0,1,1,1.00,0,19,13,137,10.54,0,0,0,14,26.8,,134,,NorwJo00
353,Anthony Allen,RB,24,16,0,0,0,0,0,0,16,61,3.81,1,4,2,12,6.00,0,0,0,13,15.3,,117,,AlleAn01
354,Cole Beasley,WR,23,10,0,0,0,0,0,0,0,0,,0,24,15,128,8.53,0,0,0,13,27.8,,137,,BeasCo00
355,Kevin Boss,TE,28,2,2,0,0,0,0,0,0,0,,0,3,3,65,21.67,1,0,0,13,15.5,,57,,BossKe00
356,Stanley Havili,RB,25,15,2,0,0,0,0,0,6,22,3.67,1,12,7,43,6.14,0,0,0,13,19.5,,119,,HaviSt00
357,Henry Hynoski,RB,24,16,11,0,0,0,0,0,5,20,4.00,0,15,11,50,4.55,1,0,0,13,24.0,,118,,HynoHe01
358,Jeff King,TE,29,16,12,0,0,0,0,0,0,0,,0,29,17,129,7.59,0,0,0,13,29.9,,55,,KingJe00
359,Ryan Lindley,QB,23,6,4,89,171,752,0,7,4,7,1.75,0,0,0,0,,0,3,2,13,12.8,,48,,LindRy00
360,Leonard Pope,TE,29,16,2,0,0,0,0,0,0,0,,0,4,3,9,3.00,2,0,0,13,15.9,,56,,PopeLe00
361,Lee Smith,WR,25,16,7,0,0,0,0,0,0,0,,0,4,4,13,3.25,2,0,0,13,17.3,,135,,SmitLe00
362,Steve Smith,WR,27,9,2,0,0,0,0,0,0,0,,0,25,14,131,9.36,0,0,0,13,27.1,,136,,SmitSt02
363,Armanti Edwards,WR,24,16,0,0,1,0,0,0,0,0,,0,9,5,121,24.20,0,0,0,12,17.1,,139,,EdwaAr00
364,Trindon Holliday,WR,26,15,0,0,0,0,0,0,0,0,,0,2,2,17,8.50,0,6,1,12,13.7,,141,,HollTr00
365,Greg McElroy,QB,24,2,1,19,31,214,1,1,8,30,3.75,0,0,0,0,,0,1,1,12,11.6,,49,,McElGr00
366,John Phillips,TE,25,16,9,0,0,0,0,0,0,0,,0,10,8,55,6.88,1,0,0,12,19.5,,59,,PhilJo00
367,Kealoha Pilares,WR,24,8,0,0,0,0,0,0,1,17,17.00,0,4,2,42,21.00,1,0,0,12,13.9,,140,,PilaKe00
368,Donte' Stallworth,WR,32,1,0,0,0,0,0,0,0,0,,0,2,1,63,63.00,1,0,0,12,13.3,,138,,StalDo00
369,Tim Tebow,TE,25,12,2,6,8,39,0,0,32,102,3.19,0,1,0,0,,0,0,0,12,11.8,,58,,TeboTi00
370,Marcus Thigpen,RB,26,16,0,0,0,0,0,0,1,8,8.00,0,2,1,15,15.00,0,1,1,12,13.3,,120,,ThigMa00
371,Keith Toston,RB,25,5,1,0,0,0,0,0,17,74,4.35,0,4,3,41,13.67,0,0,0,12,14.5,,121,,TostKe00
372,Lawrence Vickers,RB,29,16,6,0,0,0,0,0,3,11,3.67,0,15,13,104,8.00,0,0,0,12,24.5,,122,,VickLa00
373,Josh Cooper,WR,23,6,0,0,0,0,0,0,0,0,,0,19,8,106,13.25,0,0,0,11,18.6,,143,,CoopJo00
374,Lance Dunbar,RB,22,12,0,0,0,0,0,0,21,75,3.57,0,12,6,33,5.50,0,1,0,11,16.8,,123,,DunbLa00
375,Kevin Elliott,WR,24,13,1,0,0,0,0,0,0,0,,0,31,10,108,10.80,0,0,0,11,20.8,,142,,ElliKe02
376,Michael Hoomanawanui,TE,24,14,6,0,0,0,0,0,0,0,,0,7,5,109,21.80,0,0,0,11,15.9,,60,,HoomMi00
377,Plaxico Burress,WR,35,4,3,0,0,0,0,0,0,0,,0,7,3,42,14.00,1,0,0,10,13.2,,145,,BurrPl00
378,Stephen Burton,WR,23,12,1,0,0,0,0,0,0,0,,0,11,5,35,7.00,1,0,0,10,14.5,,147,,BurtSt00
379,Orson Charles,TE,21,16,6,0,0,0,0,0,0,0,,0,10,8,101,12.63,0,0,0,10,18.1,,61,,CharOr00
380,Drew Davis,WR,23,16,0,0,0,0,0,0,0,0,,0,5,4,40,10.00,1,0,0,10,14.0,,146,,DaviDr00
381,Thaddeus Lewis,QB,27,1,1,22,32,204,1,1,1,3,3.00,0,0,0,0,,0,0,0,10,10.5,,50,,LewiTh01
382,Bruce Miller,RB,25,16,13,0,0,0,0,0,5,18,3.60,0,13,12,84,7.00,0,0,0,10,22.2,,124,,MillBr02
383,Kyle Orton,QB,30,1,0,9,10,89,1,0,0,0,,0,0,0,0,,0,0,0,10,9.6,,51,,OrtoKy00
